CNTYVTD,VTDKEY,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"3750223",7427,280,320,4
"3750224",7428,603,381,14
"3750225",7429,276,253,7
"3750321",7430,1360,113,26
"3750322",7431,104,11,2
"3750323",7432,1907,279,21
"3750324",7433,2186,455,30
"3750325",7434,1015,300,24
"3750326",7435,1104,181,14
"3750327",7436,466,83,17
"3750421",7437,161,264,5
"3750422",7438,472,673,21
"3750424",7439,199,310,8
"3750425",7440,251,302,5
"3750426",7441,125,86,1
"3750427",7442,92,96,3
"3770001",7443,113,163,8
"3770002",7444,39,90,0
"3770003",7445,3,15,1
"3770004",7446,45,214,3
"3770005",7447,37,174,3
"3770006",7448,11,4,0
"3770007",7449,217,489,15
"3790101",7450,632,59,3
"3790102",7451,328,63,3
"3790203",7452,756,82,3
"3790204",7453,313,38,0
"3790305",7454,461,65,6
"3790306",7455,428,130,2
"3790407",7456,489,65,5
"3790408",7457,403,64,9
"3810103",7458,497,172,16
"3810110",7459,1172,158,16
"3810111",7460,1440,554,33
"3810112",7461,1034,395,37
"3810114",7462,1100,349,26
"3810123",7463,142,50,4
"3810131",7464,1291,162,9
"3810204",7465,1614,323,23
"3810208",7466,448,82,3
"3810216",7467,770,156,13
"3810222",7468,2208,388,43
"3810227",7469,1668,281,27
"3810228",7470,2528,511,41
"3810230",7471,2612,446,37
"3810301",7472,664,121,17
"3810302",7473,1172,265,41
"3810305",7474,1481,280,25
"3810306",7475,1101,190,28
"3810307",7476,508,79,10
"3810309",7477,1679,187,21
"3810315",7478,193,33,3
"3810317",7479,118,14,2
"3810324",7480,2480,447,40
"3810325",7481,945,102,10
"3810332",7482,1057,120,8
"3810415",7483,1405,318,18
"3810418",7484,1633,382,43
"3810420",7485,1546,330,24
"3810421",7486,1329,341,36
"3810426",7487,1985,299,27
"3810429",7488,1766,530,36
"3830001",7489,73,31,2
"3830002",7490,254,37,6
"3830003a",7491,183,27,3
"3830003b",7492,22,0,0
"3830004",7493,165,32,1
"3850001",7494,327,61,7
"3850002",7495,376,44,3
"3850003",7496,280,63,1
"3850004",7497,89,12,0
"3850005",7498,269,33,1
"3870004",7499,406,178,7
"3870005",7500,779,74,5
"3870011a",7501,222,34,1
"3870011b",7502,0,0,0
"3870017",7503,217,19,1
"3870027",7504,285,17,1
"3870029",7505,182,61,1
"38702-1a",7506,55,22,0
"38702-1b",7507,24,11,1
"38702-4",7508,143,67,1
"38703-1a",7509,271,186,1
"38703-1b",7510,18,15,0
"38703-4",7511,199,114,1
"38713-1",7512,195,28,1
"38713-4",7513,202,30,3
"38719-1",7514,119,16,0
"38719-4",7515,159,32,2
"3890002",7516,183,195,5
"3890003",7517,254,151,4
"3890004",7518,1,0,0
"3890005",7519,93,95,1
"3890006",7520,27,25,0
"3890007",7521,275,211,6
"3890008",7522,59,60,1
"3890010",7523,221,231,4
"3890011",7524,91,155,3
"3910001",7525,102,86,1
"3910002",7526,422,86,2
"3910003",7527,242,62,2
"3910004",7528,118,134,1
"391001a",7529,120,123,3
"391002a",7530,114,13,3
"391002b",7531,114,45,1
"391003a",7532,282,67,0
"391004a",7533,135,92,5
"391004b",7534,77,43,1
"3930001",7535,116,1,2
"3930002",7536,116,4,1
"3930003",7537,84,7,1
"39304-1",7538,65,2,1
"39304-2",7539,67,2,0
"3950001",7540,418,311,8
"3950002",7541,410,214,9
"3950003",7542,320,36,1
"3950004",7543,351,36,2
"3950005",7544,674,184,2
"3950006",7545,651,130,6
"3950008",7546,165,16,0
"3950011",7547,522,144,11
"3950013",7548,130,12,1
"3950016",7549,134,15,1
"3950019",7550,319,32,2
"3950022",7551,194,482,7
"3950023",7552,157,141,2
"3970001",7553,2003,667,57
"3970002",7554,2002,598,59
"3970003",7555,475,202,12
"3970004a",7556,496,132,10
"3970004b",7557,0,0,0
"397001a",7558,1089,495,41
"397001ba",7559,2017,538,46
"397001bb",7560,0,0,0
"397001c",7561,2119,549,44
"397001d",7562,343,156,8
"397001e",7563,921,235,16
"397002a",7564,1443,522,39
"397002b",7565,792,363,26
"397002c",7566,803,170,14
"397002d",7567,877,523,21
"397002e",7568,968,621,32
"397002f",7569,258,153,0
"397003aa",7570,1336,318,19
"397003ab",7571,28,7,0
"397003ba",7572,1454,413,27
"397003bb",7573,14,3,0
"397003c",7574,1670,300,29
"397003d",7575,1696,376,23
"397003e",7576,1328,279,24
"397004a",7577,1255,548,27
"397004b",7578,1305,481,22
"397004c",7579,507,160,8
"397004d",7580,429,186,7
"397004e",7581,773,340,10
"397004f",7582,155,58,1
"3990001",7583,624,92,5
"3990003",7584,590,73,8
"3990004",7585,118,18,3
"3990005",7586,92,7,1
"3990006",7587,76,7,0
"3990007",7588,428,69,5
"3990008",7589,332,25,3
"3990009",7590,384,41,3
"3990010",7591,241,13,0
"4010111",7592,437,75,2
"4010112",7593,794,148,6
"4010113",7594,1213,279,23
"4010114",7595,667,130,9
"4010201",7596,396,81,0
"4010212",7597,436,76,4
"4010213",7598,853,162,6
"4010214",7599,1172,324,11
"4010215",7600,834,278,7
"4010302",7601,308,241,3
"4010303",7602,390,306,10
"4010314a",7603,485,53,3
"4010314b",7604,44,3,0
"4010315",7605,412,35,7
"4010316",7606,249,16,1
"4010317",7607,181,115,2
"4010318",7608,488,117,4
"4010319",7609,119,79,4
"4010404",7610,830,139,13
"4010405",7611,584,134,10
"4010416",7612,409,78,4
"4010417",7613,588,148,9
"4010418",7614,973,216,9
"4030001",7615,940,91,7
"4030002",7616,762,77,7
"4030003",7617,156,69,4
"4030004",7618,139,6,1
"4030005",7619,490,40,1
"4030006",7620,799,108,3
"4030007",7621,45,49,0
"4030008",7622,146,18,0
"4050001",7623,446,201,6
"4050002",7624,112,82,2
"4050003",7625,96,34,0
"4050004",7626,152,59,1
"4050005",7627,170,22,0
"4050006",7628,152,22,2
"4050007",7629,166,31,0
"4050008",7630,339,24,5
"4050009",7631,456,49,0
"4050010",7632,198,12,3
"4050011",7633,9,148,1
"4070001",7634,1382,298,14
"4070002",7635,1341,288,12
"4070003",7636,412,75,4
"4070004",7637,407,23,1
"4070005",7638,889,107,9
"4070006",7639,1019,177,7
"4070007",7640,944,260,12
"4070008",7641,468,115,9
"4070009",7642,293,42,5
"4070010",7643,304,58,3
"4070011",7644,263,86,8
"4090101",7645,121,94,6
"4090102",7646,629,483,11
"4090103",7647,172,23,0
"4090104",7648,435,201,7
"4090105",7649,222,411,5
"4090106",7650,204,91,7
"4090107",7651,93,41,0
"4090108",7652,1362,389,26
"4090109",7653,985,307,19
"4090110",7654,490,283,4
"4090111",7655,57,13,1
"4090112",7656,195,343,3
"4090113",7657,634,379,10
"4090114",7658,669,187,8
"4090115",7659,1585,469,20
"4090116",7660,1291,295,21
"4090117",7661,171,52,3
"4090118",7662,666,581,9
"4090119",7663,482,159,9
"4090120",7664,300,81,5
"4090121",7665,651,248,17
"4090122",7666,12,2,0
"4090123",7667,32,20,0
"4090124",7668,697,683,9
"4090125",7669,18,7,1
"4110001",7670,471,60,3
"411002a",7671,327,30,3
"411002b",7672,154,10,2
"411003a",7673,240,42,2
"411003b",7674,169,28,0
"411004a",7675,412,36,2
"411004b",7676,62,5,1
"4130001",7677,185,53,3
"4130002",7678,190,44,5
"4130003",7679,132,50,2
"4130004",7680,251,40,2
"4150005",7681,56,8,0
"4150006",7682,183,19,1
"4150007",7683,960,134,12
"4150008",7684,373,40,4
"4150009",7685,252,20,5
"4150010",7686,524,52,3
"4150011",7687,73,5,1
"4150012",7688,604,122,7
"4150013",7689,232,37,2
"4150014",7690,74,6,0
"4150015",7691,419,134,6
"4170101a",7692,97,11,2
"4170101b",7693,205,17,0
"4170202",7694,321,14,3
"4170303",7695,137,8,1
"4170307",7696,142,9,0
"4170404",7697,23,0,0
"4170405",7698,107,10,2
"4170406a",7699,156,18,0
"4170406b",7700,2,0,0
"4190002",7701,393,37,2
"4190003",7702,167,11,0
"4190004",7703,341,51,0
"4190005",7704,938,72,4
"4190006",7705,270,46,2
"4190007",7706,310,109,3
"4190008",7707,390,164,3
"419001n",7708,595,113,2
"419001s",7709,723,162,4
"419001w",7710,209,30,2
"419009n",7711,487,99,5
"419009s",7712,429,65,4
"41901se",7713,287,329,9
"41901sw",7714,593,78,4
"4210101",7715,38,4,1
"4210102",7716,95,17,2
"4210201",7717,74,19,6
"4210202",7718,59,1,6
"4210301",7719,84,10,4
"4210302",7720,106,7,10
"4210401",7721,245,16,13
"4230001",7722,61,93,0
"4230002",7723,60,229,1
"4230003",7724,1097,348,23
"4230004",7725,372,311,8
"4230005",7726,1911,276,27
"4230006",7727,375,89,5
"4230007",7728,830,242,9
"4230008",7729,606,168,4
"4230009",7730,46,93,0
"4230010",7731,630,652,14
"4230011",7732,126,616,7
"4230012",7733,289,745,8
"4230013",7734,39,652,7
"4230014",7735,571,309,12
"4230015",7736,2023,237,20
"4230016",7737,78,488,7
"4230017",7738,669,70,1
"4230018",7739,44,566,8
"4230019",7740,1827,282,20
"4230020",7741,121,148,4
"4230021",7742,741,199,14
"4230022",7743,143,105,1
"4230023",7744,939,357,19
"4230024",7745,787,204,15
"4230025",7746,998,272,26
"4230026",7747,1234,233,12
"4230027",7748,649,297,17
"4230028",7749,1630,284,23
"4230029",7750,825,204,15
"4230030",7751,2036,333,24
"4230031",7752,1665,262,20
"4230032",7753,418,103,5
"4230033",7754,573,88,7
"4230034",7755,188,470,9
"4230035",7756,542,732,24
"4230036",7757,288,956,11
"4230037",7758,1018,185,7
"4230038",7759,869,371,19
"4230039",7760,126,130,2
"4230040",7761,1903,294,23
"4230041",7762,1837,292,33
"4230042",7763,2018,362,29
"4230043",7764,610,266,19
"4230044",7765,1233,694,25
"4230045",7766,1015,121,9
"4230046",7767,416,160,2
"4230047",7768,142,62,0
"4230048",7769,202,191,4
"4230049",7770,561,91,8
"4230050",7771,1186,305,23
"4230051",7772,1010,454,16
"4230052",7773,1050,171,7
"4230053",7774,100,99,1
"4230054",7775,1384,479,22
"4230055",7776,762,350,13
"4230056",7777,1555,473,22
"4230057",7778,256,41,3
"4230058",7779,1811,441,27
"4230059",7780,1648,418,39
"4230060",7781,95,142,2
"4230061",7782,692,492,19
"4230066",7783,177,145,1
"4230071",7784,1901,387,29
"4230073",7785,167,135,4
"4230074",7786,173,24,5
"4230075",7787,1717,215,14
"4230076",7788,80,200,2
"4230077",7789,274,147,7
"4230079",7790,1638,395,28
"4230081",7791,43,83,1
"4230082",7792,8,12,0
"4230085",7793,600,83,6
"4250001",7794,709,109,12
"4250002",7795,889,139,6
"4250003",7796,695,127,14
"4250004",7797,849,124,10
"4270001",7798,242,382,5
"4270002",7799,282,533,4
"4270003",7800,203,422,4
"4270004",7801,145,114,2
"4270005",7802,24,25,0
"4270006",7803,417,1095,24
"4270007",7804,103,278,1
"4270008",7805,275,715,10
"4270009",7806,145,346,3
"4270010",7807,231,452,6
"4270011",7808,409,1098,18
"4270012",7809,328,619,9
"4270013",7810,251,493,6
"4270014",7811,155,369,3
"4290001",7812,501,63,4
"4290002",7813,768,83,3
"4290003",7814,465,55,7
"4290004",7815,725,81,9
"4290005",7816,190,9,1
"4310001a",7817,96,6,0
"4310001b",7818,28,4,0
"4310002a",7819,65,9,1
"4310002b",7820,0,0,0
"4310002c",7821,3,1,0
"4310002d",7822,6,0,0
"4310002e",7823,5,1,1
"4310003",7824,139,9,1
"4310004",7825,103,9,1
"4330001",7826,133,15,3
"4330002",7827,134,28,2
"4330003",7828,130,15,5
"4330004",7829,106,38,1
"4350101",7830,152,76,2
"4350201",7831,287,35,4
"4350301",7832,332,68,3
"4350401",7833,168,69,3
"4370001",7834,212,51,3
"4370002",7835,362,96,6
"4370003",7836,336,59,5
"4370004",7837,120,51,2
"4370006",7838,123,38,2
"4370007",7839,207,29,5
"4370009",7840,18,7,0
"4370011",7841,113,37,3
"4391001",7842,523,531,17
"4391004",7843,714,571,37
"4391005",7844,27,325,3
"4391008",7845,5,108,1
"4391009",7846,511,284,21
"4391010",7847,27,117,1
"4391011",7848,40,314,3
"4391012",7849,500,729,20
"4391013",7850,166,958,18
"4391014",7851,121,156,6
"4391015",7852,237,378,21
"4391019",7853,68,230,4
"4391021",7854,1239,525,36
"4391022",7855,429,305,24
"4391023",7856,771,641,26
"4391024",7857,1116,581,24
"4391025",7858,312,602,12
"4391034",7859,1466,370,19
"4391056",7860,36,127,5
"4391059",7861,22,188,2
"4391061",7862,8,47,0
"4391062",7863,9,11,1
"4391064",7864,0,0,0
"4391066",7865,126,244,9
"4391071",7866,418,724,22
"4391074",7867,28,257,4
"4391075",7868,62,285,4
"4391076",7869,326,406,24
"4391078",7870,18,336,5
"4391079",7871,27,426,2
"4391080",7872,28,461,6
"4391081",7873,287,145,4
"4391082",7874,110,176,4
"4391083",7875,68,309,2
"4391084",7876,0,0,0
"4391085",7877,128,207,8
"4391088",7878,93,428,3
"4391089",7879,35,541,4
"4391090",7880,42,497,4
"4391094",7881,305,554,27
"4391095",7882,391,201,11
"4391098",7883,57,592,6
"4391099",7884,101,233,3
"4391103",7885,640,258,9
"4391104",7886,150,1106,18
"4391105",7887,627,455,24
"4391106",7888,40,852,14
"4391108",7889,610,494,36
"4391109",7890,132,332,12
"4391111",7891,1338,314,24
"4391117",7892,678,520,30
"4391119",7893,793,1247,36
"4391120",7894,90,1145,12
"4391126",7895,331,668,19
"4391127",7896,53,674,6
"4391132",7897,33,606,5
"4391133",7898,488,561,39
"4391142",7899,405,371,18
"4391146",7900,502,858,18
"4391149",7901,236,837,15
"4391150",7902,249,555,12
"4391151",7903,278,363,15
"4391153",7904,81,777,9
"4391154",7905,39,166,2
"4391165",7906,57,86,3
"4391167",7907,457,436,27
"4391170",7908,547,935,29
"4391175",7909,375,455,13
"4391184",7910,192,260,9
"4391186",7911,324,87,2
"4391188",7912,12,262,2
"4391189",7913,723,724,27
"4391197",7914,1168,1094,52
"4391198",7915,64,120,3
"4391199",7916,182,98,5
"4391206",7917,1084,461,36
"4391207",7918,630,713,21
"4391208",7919,779,312,22
"4391211",7920,74,835,11
"4391227",7921,184,404,14
"4391236",7922,151,207,9
"4391237",7923,113,249,0
"4391238",7924,596,945,19
"4391241",7925,39,78,2
"4391244",7926,72,30,0
"4391251",7927,254,979,17
"4391255",7928,596,1115,25
"4391257",7929,304,518,9
"4391264",7930,618,456,21
"4391265",7931,535,688,16
"4391270",7932,151,159,7
"4391271",7933,1153,372,23
"4391273",7934,356,663,17
"4391277",7935,458,407,26
"4391278",7936,199,839,21
"4391279",7937,353,852,19
"4391291",7938,63,948,9
"4391292",7939,192,585,20
"4391293",7940,104,528,5
"4391294",7941,886,516,20
"4391295",7942,136,285,4
"4391296",7943,903,626,28
"4391297",7944,78,1145,11
"4391298",7945,691,686,36
"4391300",7946,416,823,23
"4391301",7947,156,833,14
"4391311",7948,261,778,15
"4391337",7949,1058,422,24
"4391339",7950,998,640,41
"4391345",7951,100,91,3
"4391346",7952,25,392,3
"4391347",7953,1047,1198,35
"4391348",7954,413,105,9
"4391351",7955,0,0,0
"4391352",7956,281,104,3
"4391366",7957,1,4,0
"4391376",7958,1,6,1
"4391377",7959,1218,1119,45
"4391378",7960,483,1355,24
"4391380",7961,403,451,22
"4391382",7962,296,847,16
"4391388",7963,537,1027,31
"4391394",7964,0,0,0
"4391404",7965,306,747,19
"4391407",7966,12,28,0
"4391408",7967,30,63,1
"4391412",7968,0,0,0
"4391414",7969,5,21,0
"4391415",7970,133,455,7
"4391416",7971,42,48,3
"4391418",7972,0,0,0
"4391420",7973,0,0,0
"4391423",7974,1498,499,22
"4391424",7975,11,6,0
"4391427",7976,1,2,0
"4391430",7977,1,3,0
"4391431",7978,838,287,11
"4391434",7979,3,0,0
"4391436",7980,209,279,11
"4391437",7981,207,172,6
"4391439",7982,6,44,4
"4391440",7983,218,750,13
"4391441",7984,85,297,11
"4391444",7985,8,34,1
"4391445",7986,20,32,3
"4391455",7987,0,0,0
"4391457",7988,2,1,0
"4391459",7989,266,711,16
"4391460",7990,280,917,19
"4391463",7991,197,562,21
"4391472",7992,71,45,7
"4391473",7993,16,29,1
"4391476",7994,15,30,0
"4391477",7995,63,364,4
"4391479",7996,19,67,1
"4391481",7997,29,144,4
"4391482",7998,40,252,2
"4391489",7999,276,694,23
"4391490",8000,130,218,8
"4391491",8001,1,0,0
"4391501",8002,121,159,7
"4391504",8003,944,207,15
"4391514",8004,0,0,0
"4391515",8005,10,7,0
"4391518",8006,94,295,6
"4391543",8007,95,359,5
"4391544",8008,0,2,0
"4391547",8009,0,0,0
"4391549",8010,0,0,0
"4391550",8011,2,18,0
"4391555",8012,1,0,0
"4391559",8013,33,82,4
"4391564",8014,0,0,0
"4391576",8015,5,74,0
"4391577",8016,68,402,6
"4391578",8017,170,465,16
"4391586",8018,0,1,0
"4391589",8019,51,61,3
"4391594",8020,0,0,0
"4391597",8021,40,208,1
"4391603",8022,0,0,0
"4391605",8023,0,0,0
"4391607",8024,0,0,0
"4391608",8025,268,317,15
"4391610",8026,14,11,1
"4391611",8027,4,4,0
"4391617",8028,5,9,0
"4391619",8029,2,9,0
"4391621",8030,32,68,2
"4391622",8031,15,14,0
"4391623",8032,0,0,0
"4391625",8033,0,0,0
"4391627",8034,124,45,3
"4391631",8035,56,82,5
"4391633",8036,8,10,0
"4391639",8037,122,434,9
"4391641",8038,922,1256,40
"4391642",8039,325,878,12
"4391651",8040,0,0,0
"4391652",8041,2,77,1
"4391672",8042,0,0,0
"4391674",8043,0,0,0
"4391676",8044,50,101,4
"4391677",8045,8,10,0
"4391678",8046,1,4,0
"4391679",8047,0,0,0
"4391684",8048,144,140,6
"4391701",8049,309,319,18
"4391704",8050,806,417,28
"4391710",8051,616,513,26
"4391714",8052,516,1140,35
"4391715",8053,263,300,10
"4391717",8054,587,337,13
"4391718",8055,205,319,11
"4391719",8056,1316,532,40
"4391722",8057,131,123,4
"4391723",8058,129,181,5
"4391734",8059,341,1163,23
"4391738",8060,3,9,0
"4391739",8061,11,28,1
"4391740",8062,0,0,0
"4391747",8063,0,0,0
"4391749",8064,0,0,0
"4391752",8065,0,0,0
"4391753",8066,0,0,0
"4391801",8067,0,0,0
"4391821",8068,0,0,0
"4392002",8069,0,3,0
"4392003",8070,364,245,18
"4392007",8071,949,455,27
"4392026",8072,728,477,38
"4392027",8073,104,161,7
"4392028",8074,560,258,16
"4392029",8075,1001,507,31
"4392030",8076,443,1228,31
"4392031",8077,432,909,22
"4392033",8078,603,472,20
"4392052",8079,500,729,43
"4392055",8080,757,504,32
"4392058",8081,3,5,0
"4392100",8082,153,126,11
"4392112",8083,926,355,20
"4392134",8084,142,205,3
"4392143",8085,183,215,9
"4392145",8086,258,546,20
"4392147",8087,437,314,28
"4392148",8088,291,693,18
"4392158",8089,833,614,24
"4392161",8090,298,546,23
"4392168",8091,251,294,17
"4392169",8092,125,301,15
"4392171",8093,1059,630,40
"4392173",8094,489,197,16
"4392174",8095,892,657,24
"4392180",8096,172,573,6
"4392181",8097,1009,677,35
"4392190",8098,83,92,2
"4392205",8099,967,570,41
"4392210",8100,148,274,7
"4392217",8101,618,855,41
"4392219",8102,924,636,19
"4392220",8103,1097,618,28
"4392221",8104,504,480,17
"4392223",8105,941,294,15
"4392224",8106,366,643,15
"4392225",8107,128,507,10
"4392226",8108,336,594,13
"4392228",8109,1060,523,32
"4392229",8110,707,555,43
"4392235",8111,538,767,27
"4392246",8112,525,276,20
"4392258",8113,259,100,1
"4392262",8114,429,131,17
"4392263",8115,335,553,16
"4392266",8116,1211,654,37
"4392267",8117,335,659,19
"4392268",8118,292,358,17
"4392269",8119,110,124,2
"4392274",8120,2,0,0
"4392275",8121,209,289,11
"4392280",8122,552,377,22
"4392281",8123,485,349,14
"4392299",8124,272,594,16
"4392302",8125,163,565,18
"4392303",8126,882,525,35
"4392304",8127,979,490,25
"4392305",8128,631,440,26
"4392306",8129,886,389,28
"4392307",8130,1343,869,40
"4392308",8131,973,635,29
"4392309",8132,262,399,9
"4392310",8133,674,449,22
"4392313",8134,940,497,30
"4392314",8135,1368,676,47
"4392315",8136,337,595,16
"4392316",8137,483,506,19
"4392317",8138,516,300,20
"4392318",8139,720,369,25
"4392319",8140,996,488,25
"4392320",8141,314,581,20
"4392341",8142,58,143,0
"4392349",8143,380,608,17
"4392353",8144,258,389,8
"4392354",8145,294,477,18
"4392355",8146,550,343,16
"4392356",8147,972,816,28
"4392357",8148,1240,651,31
"4392358",8149,968,497,22
"4392360",8150,1433,540,32
"4392379",8151,612,1370,21
"4392381",8152,74,187,4
"4392383",8153,470,746,19
"4392393",8154,76,131,4
"4392401",8155,104,60,4
"4392402",8156,6,2,0
"4392403",8157,2,8,0
"4392405",8158,737,1499,31
"4392411",8159,44,142,0
"4392413",8160,98,260,9
"4392419",8161,0,0,0
"4392425",8162,802,867,32
"4392426",8163,929,457,29
"4392428",8164,74,175,0
"4392435",8165,838,695,27
"4392438",8166,445,912,23
"4392442",8167,634,583,29
"4392448",8168,545,960,38
"4392449",8169,303,507,17
"4392450",8170,448,830,24
"4392451",8171,11,56,2
"4392453",8172,437,759,22
"4392461",8173,239,721,21
"4392462",8174,290,596,17
"4392464",8175,182,116,5
"4392466",8176,228,437,9
"4392467",8177,465,765,25
"4392468",8178,883,597,27
"4392474",8179,163,56,1
"4392484",8180,681,1293,29
"4392488",8181,496,840,20
"4392505",8182,656,294,26
"4392506",8183,1626,1046,63
"4392513",8184,0,0,0
"4392519",8185,217,407,10
"4392520",8186,638,512,27
"4392521",8187,441,308,21
"4392522",8188,1172,715,35
"4392523",8189,588,1041,39
"4392524",8190,1278,301,19
"4392525",8191,514,1097,27
"4392535",8192,1112,545,27
"4392536",8193,536,553,34
"4392537",8194,196,475,9
"4392541",8195,426,832,21
"4392546",8196,6,29,1
"4392548",8197,754,245,14
"4392553",8198,285,481,23
"4392556",8199,771,427,15
"4392557",8200,217,446,13
"4392561",8201,0,0,0
"4392569",8202,3,20,2
"4392571",8203,0,0,0
"4392581",8204,534,747,33
"4392600",8205,0,0,0
"4392601",8206,0,0,0
"4392606",8207,2,6,0
"4392609",8208,0,0,0
"4392612",8209,0,0,0
"4392613",8210,334,905,26
"4392614",8211,85,109,1
"4392616",8212,8,25,1
"4392618",8213,10,23,1
"4392635",8214,320,583,20
"4392636",8215,865,501,29
"4392643",8216,615,841,28
"4392644",8217,569,1096,31
"4392645",8218,915,374,19
"4392655",8219,191,350,11
"4392656",8220,13,39,0
"4392657",8221,4,9,1
"4392658",8222,63,162,2
"4392659",8223,3,4,0
"4392660",8224,81,52,2
"4392670",8225,27,44,1
"4392673",8226,0,0,0
"4392675",8227,0,0,0
"4392680",8228,0,0,0
"4392681",8229,0,0,0
"4392697",8230,706,806,20
"4392699",8231,814,1184,40
"4392708",8232,542,740,25
"4392712",8233,913,870,32
"4392721",8234,737,369,20
"4392726",8235,431,781,25
"4392727",8236,252,164,9
"4392731",8237,289,610,16
"4392741",8238,32,47,1
"4392742",8239,93,147,5
"4392743",8240,2,3,0
"4392744",8241,47,89,2
"4392745",8242,71,49,3
"4392746",8243,322,360,24
"4392748",8244,0,0,0
"4392751",8245,0,0,0
"4392755",8246,0,0,0
"4392775",8247,0,0,0
"4392827a",8248,0,0,0
"4392827b",8249,0,0,0
"4393032",8250,552,279,20
"4393035",8251,1746,754,64
"4393036",8252,550,525,24
"4393037",8253,1241,549,35
"4393038",8254,1087,775,46
"4393039",8255,1076,424,24
"4393040",8256,1292,535,37
"4393041",8257,1235,765,32
"4393043",8258,1414,432,39
"4393049",8259,1541,474,29
"4393054",8260,1459,699,46
"4393063",8261,791,318,26
"4393072",8262,1321,399,35
"4393114",8263,1132,526,44
"4393131",8264,674,312,20
"4393139",8265,419,278,20
"4393140",8266,739,309,27
"4393152",8267,17,4,0
"4393156",8268,843,261,23
"4393157",8269,664,538,38
"4393160",8270,603,530,22
"4393164",8271,672,364,25
"4393166",8272,607,598,33
"4393172",8273,868,568,33
"4393176",8274,1218,709,35
"4393177",8275,1193,402,24
"4393183",8276,1143,943,47
"4393185",8277,2,0,0
"4393187",8278,567,326,24
"4393192",8279,398,88,6
"4393193",8280,1702,497,29
"4393194",8281,693,388,24
"4393196",8282,1043,416,29
"4393200",8283,924,540,28
"4393209",8284,2123,561,37
"4393212",8285,591,508,25
"4393213",8286,615,373,23
"4393214",8287,984,569,30
"4393215",8288,1097,386,32
"4393216",8289,1163,904,44
"4393240",8290,1095,659,34
"4393247",8291,455,442,23
"4393248",8292,1936,723,53
"4393249",8293,1120,876,53
"4393254",8294,736,534,20
"4393260",8295,716,280,21
"4393282",8296,698,332,18
"4393283",8297,774,326,24
"4393286",8298,467,106,11
"4393287",8299,903,491,34
"4393289",8300,962,476,34
"4393321",8301,962,554,45
"4393322",8302,989,462,19
"4393323",8303,1899,583,50
"4393324",8304,896,417,18
"4393325",8305,433,187,18
"4393326",8306,290,169,9
"4393327",8307,685,366,23
"4393329",8308,654,733,32
"4393330",8309,610,198,19
"4393331",8310,1612,466,23
"4393332",8311,894,640,35
"4393333",8312,1310,667,39
"4393334",8313,741,540,20
"4393335",8314,962,461,32
"4393336",8315,782,947,36
"4393359",8316,1038,422,18
"4393361",8317,1232,626,52
"4393363",8318,1444,500,24
"4393364",8319,284,221,14
"4393365",8320,2124,658,34
"4393367",8321,762,358,24
"4393368",8322,401,147,9
"4393372",8323,1262,657,36
"4393384",8324,599,424,27
"4393385",8325,1472,577,54
"4393386",8326,1196,400,28
"4393387",8327,1081,337,29
"4393389",8328,1098,1104,56
"4393390",8329,2071,690,52
"4393391",8330,698,779,34
"4393392",8331,1165,362,24
"4393396",8332,1365,782,41
"4393398",8333,586,296,19
"4393406",8334,0,0,0
"4393409",8335,9,2,0
"4393417",8336,830,410,24
"4393421",8337,757,238,19
"4393422",8338,780,216,17
"4393433",8339,316,109,9
"4393443",8340,914,502,32
"4393446",8341,0,0,0
"4393447",8342,0,0,0
"4393465",8343,1145,733,33
"4393469",8344,509,306,23
"4393470",8345,63,21,2
"4393471",8346,954,281,28
"4393486",8347,1280,664,48
"4393500",8348,216,51,2
"4393502",8349,874,205,17
"4393507",8350,860,498,30
"4393509",8351,746,421,26
"4393510",8352,1643,487,30
"4393511",8353,714,782,42
"4393516",8354,1027,398,19
"4393517",8355,694,572,19
"4393526",8356,665,236,16
"4393527",8357,1058,447,20
"4393529",8358,1155,457,22
"4393530",8359,1228,592,39
"4393538",8360,1713,712,48
"4393539",8361,7,1,0
"4393542",8362,982,523,35
"4393545",8363,1262,447,30
"4393552",8364,863,638,24
"4393554",8365,1522,492,30
"4393558",8366,1814,581,29
"4393560",8367,0,0,0
"4393562",8368,82,19,3
"4393566",8369,1,1,0
"4393567",8370,778,196,12
"4393570",8371,996,611,29
"4393574",8372,125,131,3
"4393575",8373,0,0,0
"4393579",8374,464,131,9
"4393580",8375,0,0,0
"4393582",8376,28,1,0
"4393583",8377,0,0,0
"4393584",8378,0,0,0
"4393585",8379,0,0,0
"4393590",8380,0,0,0
"4393624",8381,132,73,4
"4393626",8382,376,114,8
"4393637",8383,652,510,33
"4393646",8384,1104,653,48
"4393647",8385,1157,702,24
"4393648",8386,1317,727,48
"4393653",8387,1,0,0
"4393654",8388,0,0,0
"4393661",8389,0,0,0
"4393663",8390,2,2,0
"4393664",8391,0,0,0
"4393665",8392,11,0,0
"4393667",8393,57,16,4
"4393668",8394,205,51,5
"4393669",8395,2,1,0
"4393671",8396,369,150,9
"4393695",8397,1516,751,37
"4393696",8398,1352,737,27
"4393698",8399,1338,904,39
"4393700",8400,622,339,21
"4393706",8401,822,474,39
"4393709",8402,593,308,21
"4393716",8403,994,333,21
"4393720",8404,1498,415,30
"4393725",8405,982,391,25
"4393728",8406,852,334,21
