CNTYVTD,VTDKEY,CruzR_12G_U.S. Sen,SadlerD_12G_U.S. Sen,MyersL_12G_U.S. Sen,CollinsG_12G_U.S. Sen
"2011031",5249,825,267,18,8
"2011032",5250,71,61,4,2
"2011033",5251,160,140,9,3
"2011034",5252,396,408,14,11
"2011035",5253,17,11,0,0
"2011036",5254,10,8,1,0
"2011037",5255,339,743,10,9
"2011038",5256,307,197,6,4
"2011039",5257,0,0,0,0
"2011040",5258,212,356,9,9
"2011041",5259,193,319,6,4
"2011042",5260,319,449,15,5
"2011043",5261,901,362,27,11
"2011044",5262,45,54,2,2
"2011045",5263,150,174,7,5
"2011046",5264,436,279,12,8
"2011047",5265,483,228,12,6
"2011048",5266,248,103,6,4
"2011049",5267,80,147,4,4
"2011050",5268,36,692,0,1
"2011051",5269,0,0,0,0
"2011052",5270,0,0,0,0
"2011053",5271,239,299,8,6
"2011054",5272,1119,469,29,9
"2011055",5273,387,146,7,1
"2011056",5274,373,144,7,0
"2011057",5275,3,0,0,0
"2011058",5276,73,68,3,2
"2011059",5277,472,311,15,7
"2011060",5278,222,1054,17,9
"2011061",5279,168,820,9,4
"2011062",5280,1035,330,19,11
"2011063",5281,381,531,11,10
"2011064",5282,662,611,24,14
"2011065",5283,877,299,20,7
"2011066",5284,1,3,0,0
"2011067",5285,299,581,17,8
"2011068",5286,369,845,18,7
"2011069",5287,0,0,0,0
"2011070",5288,28,46,0,0
"2011071",5289,585,615,18,12
"2011072",5290,376,308,16,5
"2011073",5291,0,0,0,0
"2011074",5292,201,313,7,5
"2011075",5293,0,0,0,0
"2011076",5294,586,683,23,9
"2011077",5295,361,667,9,6
"2011078",5296,592,359,19,9
"2011079",5297,305,849,13,11
"2011080",5298,316,208,11,8
"2011081",5299,14,73,0,0
"2011082",5300,0,0,0,0
"2011083",5301,0,0,0,0
"2011084",5302,207,75,4,4
"2011085",5303,1057,148,11,4
"2011086",5304,1619,381,27,15
"2011087",5305,546,590,23,12
"2011088",5306,253,141,7,2
"2011089",5307,0,1,0,0
"2011090",5308,38,29,1,1
"2011091",5309,703,582,12,8
"2011092",5310,246,192,7,5
"2011093",5311,1100,230,17,5
"2011094",5312,0,0,0,0
"2011095",5313,1075,314,21,3
"2011096",5314,1154,350,26,10
"2011097",5315,362,301,12,10
"2011098",5316,107,834,4,2
"2011099",5317,1,1,0,0
"2011100",5318,160,147,3,3
"2011101",5319,581,258,13,6
"2011102",5320,1044,374,30,13
"2011103",5321,519,401,20,8
"2011104",5322,626,275,15,5
"2011105",5323,12,78,1,1
"2011106",5324,58,397,2,2
"2011107",5325,43,50,0,0
"2011108",5326,68,52,2,3
"2011109",5327,19,10,1,0
"2011110",5328,497,272,16,5
"2011111",5329,584,266,19,11
"2011112",5330,595,269,13,3
"2011113",5331,385,529,19,12
"2011114",5332,146,716,10,7
"2011115",5333,187,111,7,2
"2011116",5334,127,105,4,2
"2011117",5335,1083,558,27,9
"2011118",5336,427,916,20,18
"2011119",5337,0,1,0,0
"2011120",5338,27,17,0,0
"2011121",5339,10,120,1,0
"2011122",5340,57,597,7,3
"2011123",5341,381,230,10,6
"2011124",5342,0,0,0,0
"2011125",5343,0,0,0,0
"2011126",5344,215,694,12,8
"2011127",5345,138,443,8,6
"2011128",5346,1088,377,24,10
"2011129",5347,0,0,0,0
"2011130",5348,156,174,6,3
"2011131",5349,180,48,4,1
"2011132",5350,0,0,0,0
"2011133",5351,8,10,0,0
"2011134",5352,895,309,15,7
"2011135",5353,390,496,19,9
"2011136",5354,290,575,11,7
"2011137",5355,215,438,8,3
"2011138",5356,297,395,9,6
"2011139",5357,267,1090,11,9
"2011140",5358,25,50,1,1
"2011141",5359,0,0,0,0
"2011142",5360,215,23,4,1
"2011143",5361,0,0,0,0
"2011144",5362,700,208,19,4
"2011145",5363,558,134,14,4
"2011146",5364,446,105,11,4
"2011147",5365,5,12,0,0
"2011148",5366,113,385,4,3
"2011149",5367,485,282,6,4
"2011150",5368,0,0,0,0
"2011151",5369,319,70,8,2
"2011152",5370,104,18,1,1
"2011153",5371,0,0,0,0
"2011154",5372,0,0,0,0
"2011155",5373,1,0,0,0
"2011156",5374,0,0,0,0
"2011157",5375,0,0,0,0
"2011158",5376,0,0,0,0
"2011159",5377,0,0,0,0
"2011160",5378,0,0,0,0
"2011161",5379,0,0,0,0
"2011162",5380,0,0,0,0
"2011163",5381,0,0,0,0
"2011164",5382,0,0,0,0
"2011165",5383,0,0,0,0
"2030001",5384,898,550,14,9
"2030002",5385,347,795,15,10
"2030003",5386,109,1496,10,10
"2030004",5387,354,429,8,1
"2030005",5388,400,218,12,4
"2030006",5389,528,279,8,7
"2030007",5390,381,196,4,4
"2030008",5391,1180,533,15,6
"2030009",5392,536,328,12,2
"2030010",5393,538,185,4,1
"2030011",5394,126,156,4,0
"2030012",5395,1074,243,23,7
"2030013",5396,1100,187,11,1
"2030014",5397,499,344,14,2
"2030015",5398,507,99,11,4
"2030016",5399,253,86,10,1
"2030017",5400,378,564,8,3
"2030018",5401,806,404,14,4
"2030019",5402,1195,366,26,3
"2030020",5403,1009,491,18,7
"2030021",5404,248,224,6,1
"2030022",5405,357,719,16,5
"2030023",5406,234,45,0,0
"2030024",5407,369,183,7,1
"2030025",5408,1301,267,28,6
"2030026",5409,962,220,16,4
"2050101",5410,179,27,4,1
"2050102",5411,223,28,2,1
"2050201",5412,157,24,4,0
"2050202",5413,419,53,6,1
"2050301",5414,465,48,3,3
"2050401",5415,204,35,4,0
"2070001",5416,189,76,2,1
"2070002",5417,243,125,7,1
"2070003",5418,199,101,9,4
"2070004",5419,111,38,4,7
"2070005",5420,130,89,7,2
"2070006",5421,132,78,5,3
"2070007",5422,41,11,1,1
"2070008",5423,45,43,0,0
"2070009",5424,87,37,3,2
"2070010",5425,66,32,2,0
"2090100",5426,0,0,0,0
"2090101",5427,0,0,0,0
"2090102",5428,0,0,0,0
"2090103",5429,0,0,0,0
"2090110",5430,364,338,27,5
"2090112",5431,270,668,59,41
"2090113",5432,316,553,48,13
"2090114",5433,248,471,36,10
"2090115",5434,214,404,30,10
"2090120",5435,94,155,14,4
"2090121",5436,317,519,57,21
"2090122",5437,81,134,14,4
"2090125",5438,118,155,10,2
"2090128",5439,67,68,6,2
"2090132",5440,138,202,17,16
"2090134",5441,211,262,14,7
"2090136",5442,268,370,31,8
"2090140",5443,315,628,73,31
"2090141",5444,141,183,31,11
"2090142",5445,430,604,79,26
"2090145",5446,148,161,19,8
"2090200",5447,0,0,0,0
"2090203",5448,594,652,51,16
"2090204",5449,20,20,2,1
"2090205",5450,409,405,32,8
"2090206",5451,412,405,36,7
"2090216",5452,10,9,1,0
"2090217",5453,3,5,0,0
"2090218",5454,0,3,0,0
"2090219",5455,116,85,3,1
"2090220",5456,776,587,63,15
"2090221",5457,215,165,19,8
"2090223",5458,508,585,48,15
"2090225",5459,43,24,2,1
"2090227",5460,337,389,26,8
"2090228",5461,67,77,5,2
"2090231",5462,270,314,22,10
"2090252",5463,264,348,26,5
"2090253",5464,346,381,26,5
"2090254",5465,65,75,5,3
"2090314",5466,627,365,31,11
"2090315",5467,672,399,37,10
"2090316",5468,361,389,24,14
"2090317",5469,63,131,22,8
"2090319",5470,347,211,17,5
"2090320",5471,678,409,43,18
"2090325",5472,244,138,6,4
"2090330",5473,48,70,4,2
"2090331",5474,140,207,24,15
"2090332",5475,570,735,113,38
"2090333",5476,856,515,49,19
"2090335",5477,1200,708,75,28
"2090336",5478,557,467,55,15
"2090337",5479,1000,556,48,20
"2090338",5480,924,511,42,20
"2090339",5481,431,184,16,7
"2090340",5482,452,376,45,14
"2090342a",5483,245,160,9,6
"2090342b",5484,13,4,2,1
"2090344",5485,1044,567,78,18
"2090347",5486,616,464,48,26
"2090351",5487,237,265,31,14
"2090371",5488,116,101,7,0
"2090372",5489,19,32,4,1
"2090400",5490,0,0,0,0
"2090422",5491,464,341,35,6
"2090423a",5492,209,233,16,5
"2090423b",5493,0,0,0,0
"2090423c",5494,0,0,0,0
"2090424",5495,395,288,31,9
"2090425",5496,344,192,10,4
"2090426",5497,1018,750,60,20
"2090430",5498,476,317,37,16
"2090432",5499,742,414,38,7
"2090435",5500,532,394,45,13
"2090436",5501,152,52,9,0
"2090438",5502,50,39,5,1
"2090440",5503,124,66,6,3
"2090441",5504,758,440,63,11
"2090442",5505,743,573,60,16
"2090443",5506,629,304,32,8
"2090444",5507,814,424,57,13
"2090445",5508,640,333,42,10
"2090446",5509,414,194,20,4
"2090448",5510,730,383,51,13
"2090449",5511,427,234,23,6
"2090450a",5512,264,144,14,7
"2090450b",5513,114,61,4,2
"2090451",5514,523,251,29,4
"2110101",5515,279,40,6,0
"2110201",5516,241,32,1,1
"2110202",5517,20,2,0,0
"2110301",5518,305,41,10,2
"2110302",5519,33,0,0,0
"2110303",5520,70,8,0,0
"2110401",5521,241,47,3,2
"2110402",5522,67,9,1,0
"2130001",5523,263,62,7,4
"2130002",5524,55,22,2,0
"2130003",5525,162,514,15,5
"2130004",5526,774,244,17,5
"213001a",5527,654,224,19,7
"213001m",5528,884,391,19,13
"213001t",5529,782,298,22,8
"213002e",5530,914,203,25,7
"213002m",5531,278,92,10,3
"213003b",5532,1212,216,20,10
"213003c",5533,997,230,9,1
"213003m",5534,584,159,12,6
"213003n",5535,465,146,9,1
"213004a",5536,254,149,6,6
"213004b",5537,840,270,22,8
"213004w",5538,423,94,10,3
"21301cr",5539,787,152,17,8
"21301mn",5540,415,184,14,3
"21301tc",5541,938,304,30,14
"21303cs",5542,837,187,11,1
"21303nw",5543,270,90,7,1
"21303ws",5544,523,126,16,6
"21304lp",5545,989,361,21,5
"21304ms",5546,353,255,8,4
"21304se",5547,1307,379,25,9
"2132gbn",5548,828,262,17,8
"2132gbs",5549,808,295,21,4
"2132psn",5550,814,276,21,9
"2132pss",5551,1017,275,23,9
"2134nlp",5552,692,156,13,6
"2150001",5553,48,141,5,5
"2150002",5554,324,435,10,6
"2150003",5555,89,531,8,6
"2150004",5556,248,703,12,9
"2150005",5557,78,562,8,7
"2150006",5558,345,313,9,6
"2150007",5559,593,727,22,11
"2150008",5560,396,262,14,7
"2150009",5561,489,644,7,9
"2150010",5562,212,707,12,8
"2150011",5563,111,806,12,4
"2150012",5564,32,125,1,0
"2150013",5565,517,811,33,13
"2150014",5566,204,433,8,14
"2150015",5567,37,94,2,2
"2150016",5568,149,1233,14,9
"2150017",5569,90,657,11,6
"2150018",5570,18,77,1,1
"2150019",5571,46,59,2,2
"2150020",5572,156,798,7,10
"2150021",5573,20,94,0,1
"2150022",5574,72,255,2,2
"2150023",5575,215,681,18,15
"2150024",5576,38,25,3,1
"2150025",5577,463,548,16,7
"2150026",5578,85,276,1,5
"2150027",5579,72,282,2,3
"2150028",5580,240,467,9,9
"2150029",5581,62,105,1,0
"2150030",5582,285,763,15,6
"2150031",5583,175,378,10,5
"2150032",5584,266,653,12,9
"2150033",5585,144,445,10,6
"2150034",5586,132,254,6,3
"2150035",5587,320,917,19,8
"2150036",5588,344,1105,18,8
"2150037",5589,121,235,7,2
"2150038",5590,619,643,26,4
"2150039",5591,129,513,5,4
"2150040",5592,124,529,8,6
"2150041",5593,154,609,11,11
"2150042",5594,343,819,15,24
"2150043",5595,119,318,12,5
"2150044",5596,97,264,11,7
"2150045",5597,282,463,6,7
"2150046",5598,28,45,1,1
"2150047",5599,158,452,11,7
"2150048",5600,194,903,18,13
"2150049",5601,300,663,11,4
"2150050",5602,160,733,21,9
"2150051",5603,86,904,18,5
"2150052",5604,476,632,14,7
"2150053",5605,223,624,10,7
"2150054",5606,184,159,6,4
"2150055",5607,193,1042,23,11
"2150056",5608,268,893,12,12
"2150057",5609,115,253,5,5
"2150058",5610,254,587,13,8
"2150059",5611,169,558,9,10
"2150060",5612,258,508,14,6
"2150061",5613,157,609,13,5
"2150062",5614,796,484,13,11
"2150063",5615,77,142,2,5
"2150064",5616,101,463,7,7
"2150065",5617,352,514,13,7
"2150066",5618,171,373,2,7
"2150067",5619,457,535,18,2
"2150068",5620,251,686,16,9
"2150069",5621,237,527,12,4
"2150070",5622,92,338,3,3
"2150071",5623,9,20,0,0
"2150072",5624,221,330,11,1
"2150073",5625,771,453,14,6
"2150074",5626,104,80,4,0
"2150075",5627,15,17,0,1
"2150076",5628,9,0,0,0
"2150077",5629,193,478,10,6
"2150078",5630,109,506,11,8
"2150079",5631,80,406,5,5
"2150080",5632,42,258,5,2
"2150081",5633,372,432,12,6
"2150082",5634,0,2,0,0
"2150083",5635,897,591,27,10
"2150084",5636,417,438,14,6
"2150085",5637,299,945,13,13
"2150086",5638,121,186,2,3
"2150087",5639,56,175,2,2
"2150088",5640,129,524,12,7
"2150089",5641,6,9,0,0
"2150090",5642,313,2377,23,16
"2150091",5643,89,250,3,3
"2150092",5644,5,54,1,1
"2150093",5645,51,33,2,0
"2150094",5646,170,604,9,9
"2150095",5647,187,952,11,15
"2150096",5648,687,550,22,13
"2150097",5649,283,650,15,11
"2150098",5650,347,973,18,8
"2150099",5651,175,614,21,9
"2150100",5652,264,952,15,10
"2150101",5653,199,126,5,2
"2150102",5654,289,197,13,1
"2150103",5655,648,642,22,14
"2150104",5656,158,434,7,5
"2150105",5657,357,693,19,8
"2150106",5658,418,553,18,9
"2150107",5659,324,716,10,15
"2150108",5660,166,774,13,9
"2150109",5661,308,775,27,26
"2150110",5662,71,222,4,0
"2150111",5663,457,599,16,7
"2150112",5664,119,506,8,7
"2150113",5665,658,918,19,15
"2150114",5666,642,769,17,7
"2150115",5667,246,799,12,10
"2150116",5668,207,376,4,6
"2150117",5669,127,617,7,5
"2150118",5670,183,427,8,3
"2150119",5671,83,356,2,6
"2150120",5672,183,709,8,11
"2150121",5673,35,36,0,0
"2150122",5674,91,592,11,7
"2150123",5675,160,330,7,3
"2150124",5676,318,317,13,7
"2150125",5677,65,196,4,1
"2150126",5678,176,457,15,5
"2150127",5679,74,410,6,5
"2150128",5680,132,549,15,3
"2150129",5681,33,44,2,0
"2150130",5682,127,196,9,1
"2150131",5683,21,160,3,2
"2150132",5684,74,321,5,4
"2150133",5685,6,9,0,0
"2150134",5686,785,468,31,11
"2150135",5687,311,341,10,10
"2150136",5688,351,382,17,6
"2150137",5689,3,11,0,0
"2150138",5690,26,122,1,2
"2150139",5691,48,115,3,3
"2150140",5692,0,5,0,0
"2150141",5693,2,4,0,0
"2150142",5694,133,361,11,3
"2150143",5695,258,707,18,11
"2150144",5696,6,11,0,1
"2150145",5697,129,351,6,5
"2150146",5698,72,427,6,8
"2150147",5699,27,18,2,0
"2150148",5700,6,19,0,1
"2150149",5701,6,17,0,1
"2150150",5702,132,205,2,4
"2150151",5703,468,631,19,8
"2150152",5704,381,523,10,4
"2150153",5705,16,53,2,0
"2150154",5706,178,447,8,4
"2150155",5707,28,115,2,0
"2150156",5708,158,649,12,12
"2150157",5709,59,231,4,1
"2150158",5710,219,493,13,4
"2150159",5711,16,123,2,1
"2150160",5712,6,6,0,0
"2150161",5713,253,425,9,9
"2150162",5714,201,123,4,2
"2150163",5715,132,405,5,7
"2150164",5716,211,216,11,5
"2150165",5717,141,153,4,6
"2150166",5718,53,54,0,0
"2150167",5719,158,110,2,2
"2150168",5720,34,107,3,3
"2150169",5721,34,110,2,0
"2150170",5722,37,181,9,1
"2150171",5723,5,1,0,1
"2150172",5724,8,48,0,1
"2150173",5725,165,257,3,6
"2150174",5726,58,269,4,5
"2150175",5727,99,220,2,1
"2150176",5728,102,208,5,1
"2150177",5729,42,91,1,1
"2150178",5730,12,2,0,0
"2150179",5731,28,92,1,1
"2150180",5732,1,9,0,1
"2150181",5733,363,162,7,1
"2150182",5734,19,107,2,2
"2150183",5735,150,560,9,6
"2150184",5736,16,7,0,0
"2150185",5737,0,0,0,0
"2150186",5738,30,43,0,0
"2150187",5739,247,663,17,9
"2150188",5740,399,438,9,3
"2150189",5741,22,78,3,1
"2150190",5742,45,107,3,3
"2150191",5743,28,115,3,3
"2150192",5744,42,79,0,2
"2150193",5745,31,42,1,1
"2150194",5746,268,518,12,6
"2150195",5747,187,159,6,3
"2150196",5748,154,223,6,5
"2150197",5749,24,113,5,1
"2150198",5750,62,341,8,4
"2150199",5751,378,342,14,5
"2150200",5752,505,559,23,10
"2150201",5753,210,222,8,1
"2150202",5754,141,124,4,4
"2150203",5755,692,540,17,12
"2150204",5756,88,114,5,3
"2150205",5757,12,59,1,1
"2150206",5758,123,199,4,2
"2150207",5759,486,508,9,8
"2150208",5760,8,23,0,0
"2150209",5761,70,207,6,5
"2150210",5762,15,49,1,0
"2150211",5763,48,35,1,2
"2150212",5764,99,229,5,3
"2150213",5765,20,38,0,1
"2150214",5766,180,524,9,7
"2150215",5767,75,124,1,1
"2150216",5768,142,367,8,4
"2150217",5769,5,37,0,0
"2150218",5770,44,130,3,2
"2150219",5771,54,241,11,1
"2150220",5772,43,124,3,1
"2150221",5773,114,254,5,4
"2150222",5774,6,0,0,0
"2150223",5775,34,33,1,0
"2150224",5776,73,37,2,2
"2150225",5777,15,84,2,0
"2150226",5778,122,586,4,7
"2150227",5779,108,675,6,10
"2150228",5780,69,348,5,3
"2150229",5781,46,201,4,6
"2150230",5782,64,92,2,1
"2150231",5783,55,54,4,1
"2150232",5784,84,296,6,7
"2150233",5785,1,3,0,0
"2150234",5786,175,877,11,11
"2150235",5787,83,57,0,1
"2150236",5788,113,60,2,1
"2150237",5789,31,255,3,2
"2150238",5790,1,10,0,0
"2150239",5791,283,430,18,4
"2150240",5792,68,124,4,0
"2150241",5793,11,44,2,0
"2150242",5794,3,5,0,0
"2150243",5795,16,14,0,0
"2150244",5796,69,131,1,1
"2150245",5797,13,54,1,0
"2150246",5798,0,1,0,0
"2150247",5799,19,30,0,0
"2150248",5800,6,8,0,0
"2150249",5801,32,46,1,0
"2150250",5802,8,19,0,0
"2150251",5803,2,7,0,0
"2150252",5804,0,0,0,0
"2150253",5805,49,136,2,2
"2150254",5806,138,476,15,5
"2150255",5807,30,59,0,3
"2150256",5808,94,59,3,1
"2150257",5809,15,129,1,0
"2150258",5810,2,7,0,0
"2150259",5811,60,154,6,2
"2170001",5812,763,238,22,6
"2170002",5813,845,250,24,9
"2170003",5814,256,260,7,3
"2170004",5815,923,275,20,17
"2170005",5816,538,114,11,5
"2170006",5817,550,219,20,3
"2170007",5818,405,159,11,6
"2170008",5819,1011,279,22,5
"2170009",5820,570,197,14,2
"2170010",5821,816,304,16,3
"2170011",5822,303,110,6,3
"2170012",5823,642,240,16,10
"2170013",5824,1078,253,19,11
"2190011",5825,183,28,4,1
"2190014",5826,364,68,9,3
"2190015",5827,207,48,7,5
"2190016",5828,1025,165,28,11
"2190021",5829,802,231,21,5
"2190024",5830,450,76,21,3
"2190032",5831,677,245,25,9
"2190033",5832,44,7,0,0
"2190035",5833,82,27,3,5
"2190036",5834,101,75,6,0
"2190043",5835,139,37,4,1
"2190044",5836,338,131,22,7
"2190045",5837,672,173,21,9
"2190046",5838,271,73,10,4
"2210101",5839,869,232,23,20
"2210103",5840,1131,307,28,14
"2210105",5841,943,196,29,5
"2210107",5842,367,94,10,1
"2210112",5843,598,178,21,13
"2210202",5844,1327,402,41,21
"2210211",5845,595,151,20,6
"2210216",5846,1779,329,23,8
"2210218",5847,1405,262,19,6
"2210310",5848,1136,215,28,8
"2210313",5849,1253,244,27,9
"2210314",5850,1404,344,38,13
"2210317",5851,978,177,22,6
"2210404",5852,730,204,19,10
"2210408",5853,1201,248,38,10
"2210409",5854,1834,356,51,10
"2210415",5855,145,24,5,3
"2230001",5856,865,300,13,8
"2230002",5857,782,341,24,6
"2230003",5858,644,264,17,5
"2230004",5859,598,161,7,4
"2230005",5860,241,75,2,1
"2230008",5861,114,51,2,1
"2230011",5862,298,111,10,2
"2230012",5863,136,58,1,1
"2230013",5864,388,127,10,2
"2230014",5865,410,125,14,3
"2230016",5866,438,127,9,3
"2230017",5867,428,165,3,5
"223001a",5868,533,186,11,2
"2230020",5869,234,71,12,1
"2230023",5870,139,36,4,3
"2230024",5871,326,91,7,2
"2230025",5872,164,34,2,3
"223002a",5873,264,387,8,8
"2230036",5874,396,120,11,4
"223003a",5875,675,201,13,5
"223004a",5876,742,257,14,7
"2250001",5877,405,277,12,8
"2250002",5878,599,254,6,6
"2250003",5879,256,488,7,2
"2250004",5880,774,319,14,6
"2250005",5881,521,125,3,2
"2250006",5882,449,217,4,0
"2250007",5883,472,80,10,5
"2250008",5884,211,55,3,0
"2250009",5885,213,36,2,1
"2250010",5886,148,36,3,1
"2250011",5887,50,10,1,0
"2250012",5888,56,15,3,3
"2250014",5889,288,45,5,1
"2250015",5890,130,45,4,0
"2250016",5891,133,22,1,0
"2250017",5892,147,25,1,1
"2250018",5893,37,35,1,1
"2250019",5894,278,96,4,3
"2250020",5895,127,23,2,0
"2250021",5896,142,61,2,2
"2250022",5897,135,54,2,1
"2270011",5898,257,259,15,7
"2270012",5899,133,113,5,1
"2270013",5900,80,81,7,4
"2270014",5901,35,35,4,0
"2270016",5902,50,34,3,1
"2270024",5903,223,58,7,4
"2270025",5904,595,153,23,3
"2270026",5905,145,33,2,0
"2270031",5906,29,11,2,0
"2270032",5907,44,13,0,0
"2270033",5908,616,226,28,12
"2270034",5909,514,176,15,6
"2270035",5910,116,42,5,3
"2270037",5911,0,0,0,0
"2270041",5912,4,1,0,0
"2270042",5913,183,73,1,0
"2270045",5914,217,91,9,2
"2270046",5915,386,148,8,2
"2270103",5916,92,20,1,3
"2270104",5917,70,10,0,0
"2270105",5918,0,0,0,0
"227012a",5919,19,19,0,0
"2270205",5920,737,103,16,5
"2270207",5921,333,71,12,5
"2270208",5922,0,0,0,0
"2270209",5923,0,0,0,0
"2270304",5924,245,46,2,0
"227031a",5925,0,0,0,0
"227034a",5926,8,4,0,0
"2270404",5927,258,73,7,5
"2270405",5928,123,30,3,2
"2270408",5929,29,6,2,0
"2270409",5930,253,39,11,0
"227207c",5931,294,65,9,3
"227208c",5932,81,6,3,1
"2290001",5933,129,64,7,2
"2290002",5934,55,58,5,1
"2290004",5935,103,42,8,3
"229001w",5936,29,29,3,0
"229003n",5937,43,21,3,1
"229003s",5938,70,61,3,0
"229004s",5939,6,2,1,0
"22904nw",5940,22,10,1,0
"2310101",5941,498,110,19,10
"2310102",5942,177,63,6,5
"2310103",5943,335,71,7,4
"2310104",5944,435,99,7,4
"2310105",5945,280,135,5,2
"2310106",5946,637,373,12,10
"2310107",5947,1181,382,35,14
"2310108",5948,512,273,20,12
"2310109",5949,471,122,10,7
"2310110",5950,275,93,14,2
"2310111",5951,251,83,8,4
"2310212",5952,239,62,5,7
"2310213",5953,405,70,13,4
"2310216",5954,631,169,21,7
"2310217",5955,688,144,19,4
"2310318",5956,335,69,12,5
"2310319",5957,651,165,18,13
"2310320",5958,756,272,22,11
"2310321",5959,452,154,11,11
"2310322",5960,346,130,10,3
"2310323",5961,1169,238,19,12
"2310324",5962,1159,265,22,13
"2310325",5963,1280,289,23,14
"2310426",5964,157,79,6,4
"2310427",5965,676,575,35,14
"2310428",5966,521,398,28,13
"2310429",5967,163,70,8,0
"2310430",5968,185,74,9,3
"2310431",5969,175,98,5,3
"2310432",5970,653,192,13,6
"2310433",5971,243,762,8,4
"2310434",5972,611,112,15,4
"231214a",5973,884,213,20,16
"231214b",5974,406,100,7,6
"231215a",5975,1390,279,42,11
"231215b",5976,555,114,17,5
"2330011",5977,999,140,26,4
"2330014",5978,1034,137,18,6
"2330021",5979,1657,224,54,16
"2330023",5980,355,41,3,1
"2330031",5981,853,131,17,6
"2330033",5982,751,105,14,3
"2330041",5983,41,6,1,1
"2330042",5984,893,272,25,8
"2350100",5985,135,30,2,1
"2350200",5986,170,25,8,3
"2350300",5987,122,32,3,5
"2350400",5988,195,32,5,2
"2370001",5989,533,90,10,5
"2370002",5990,471,92,15,8
"2370003",5991,97,18,1,2
"2370004",5992,437,58,10,3
"2370005",5993,317,38,4,0
"2370006",5994,527,95,11,5
"2390001",5995,746,325,21,10
"2390002",5996,961,273,19,8
"2390003",5997,608,179,12,4
"2390004",5998,168,37,2,0
"2390005",5999,304,62,1,1
"2390006",6000,238,104,4,0
"2390007",6001,50,12,0,0
"2390008",6002,278,65,11,1
"2390009",6003,254,46,4,2
"2410001",6004,13,8,0,0
"2410002",6005,297,68,6,3
"2410003",6006,451,134,8,3
"2410004",6007,285,65,3,0
"2410005",6008,79,33,2,0
"2410006",6009,408,234,14,2
"2410007",6010,225,220,1,8
"2410008",6011,300,263,9,3
"2410009",6012,857,212,20,3
"2410010",6013,744,204,22,3
"2410011",6014,202,64,6,1
"2410012",6015,238,102,8,2
"2410013",6016,228,102,7,1
"2410014",6017,961,440,33,19
"2410015",6018,1102,255,16,9
"2410016",6019,109,28,1,0
"2410017",6020,662,163,13,9
"2410019",6021,895,307,28,3
"2410020",6022,263,459,11,6
"2410021",6023,662,375,13,5
"2430001",6024,157,107,6,2
"2430002",6025,133,114,14,5
"2430003",6026,197,88,4,9
"2430004",6027,69,45,2,2
"2430005",6028,101,63,8,4
"2450001",6029,72,949,8,4
"2450002",6030,129,436,4,4
"2450003",6031,50,1219,4,4
"2450004",6032,750,263,21,7
"2450005",6033,487,531,10,5
"2450006",6034,231,451,7,5
"2450007",6035,361,415,13,6
"2450008",6036,21,432,0,1
"2450009",6037,2058,460,22,8
"2450010",6038,54,295,5,0
"2450011",6039,22,176,3,1
"2450012",6040,12,356,1,1
"2450013",6041,5,244,1,1
"2450014",6042,41,753,3,1
"2450015",6043,49,660,2,2
"2450016",6044,40,189,0,2
"2450017",6045,728,789,21,10
"2450018",6046,18,958,4,2
"2450019",6047,64,870,3,2
"2450020",6048,50,654,7,1
"2450021",6049,87,72,0,1
"2450022",6050,601,796,17,3
"2450023",6051,371,963,7,5
"2450024",6052,238,82,3,2
"2450025",6053,936,282,18,7
"2450026",6054,947,441,9,4
"2450027",6055,417,391,9,2
"2450028",6056,167,350,6,3
"2450029",6057,843,184,15,5
"2450030",6058,563,143,7,5
"2450031",6059,585,123,8,4
"2450032",6060,120,40,1,0
"2450033",6061,764,492,13,7
"2450034",6062,28,1156,3,1
"2450035",6063,372,98,10,1
"2450036",6064,734,191,12,6
"2450037",6065,1159,346,34,9
"2450038",6066,1132,272,14,4
"2450039",6067,19,1311,2,2
"2450040",6068,1202,347,31,9
"2450041",6069,60,28,2,0
"2450042",6070,1152,357,26,6
"2450043",6071,1037,333,11,7
"2450044",6072,198,214,3,2
"2450045",6073,190,431,7,2
"2450046",6074,210,461,4,2
"2450047",6075,225,533,6,3
"2450048",6076,98,387,5,2
"2450049",6077,46,143,1,0
"2450050",6078,172,1148,6,8
"2450051",6079,20,226,2,0
"2450052",6080,4,303,0,0
"2450053",6081,46,805,1,3
"2450054",6082,10,300,0,0
"2450055",6083,1,283,0,3
"2450056",6084,1506,336,30,5
"2450057",6085,15,582,1,2
"2450058",6086,224,46,7,5
"2450059",6087,11,789,2,1
"2450060",6088,1305,464,29,13
"2450061",6089,557,380,11,3
"2450062",6090,1317,436,24,6
"2450063",6091,32,993,3,2
"2450064",6092,96,431,5,3
"2450065",6093,1083,278,14,3
"2450066",6094,983,226,14,1
"2450067",6095,159,1335,13,3
"2450068",6096,908,528,13,9
"2450069",6097,1437,430,28,14
"2450070",6098,446,725,10,9
"2450071",6099,149,62,4,1
"2450072",6100,972,1245,24,10
"2450073",6101,1328,420,17,3
"2450074",6102,1486,351,22,13
"2450075",6103,46,451,5,2
"2450076",6104,95,421,1,0
"2450077",6105,34,662,1,2
"2450078",6106,508,713,11,4
"2450079",6107,857,405,12,7
"2450080",6108,108,31,0,1
"2450081",6109,10,542,2,0
"2450082",6110,494,843,11,5
"2450083",6111,546,148,12,1
"2450084",6112,22,627,3,0
