CNTYVTD,VTDKEY,AbbottR_22G_Governor,BarriosG_22G_Governor,O'RourkeD_22G_Governor,TippettsL_22G_Governor,Write-InW_22G_Governor
"4270014",7811,170,3,234,1,0
"4290001",7812,424,0,41,3,0
"4290002",7813,750,0,64,7,0
"4290003",7814,425,0,44,2,0
"4290004",7815,718,1,57,4,0
"4290005",7816,194,0,11,0,1
"4310001a",7817,94,1,7,0,0
"4310001b",7818,22,0,3,0,0
"4310002a",7819,60,0,3,1,0
"4310002b",7820,0,0,0,0,0
"4310002c",7821,4,0,0,0,0
"4310002d",7822,7,0,1,1,0
"4310002e",7823,11,0,1,0,0
"4310003",7824,129,0,3,0,0
"4310004",7825,96,1,2,1,0
"4330001",7826,128,0,8,0,0
"4330002",7827,131,0,25,0,0
"4330003",7828,124,0,9,0,0
"4330004",7829,109,1,28,2,0
"4350101",7830,149,3,54,1,0
"4350201",7831,335,0,28,2,0
"4350301",7832,329,1,45,4,0
"4350401",7833,157,2,51,1,0
"4370001",7834,206,0,34,3,0
"4370002",7835,314,1,64,3,0
"4370003",7836,313,1,47,4,0
"4370004",7837,90,1,27,2,0
"4370006",7838,116,4,18,1,0
"4370007",7839,220,0,20,5,0
"4370009",7840,18,0,5,0,0
"4370011",7841,122,2,23,1,0
"4391001",7842,446,1,488,13,1
"4391004",7843,525,6,600,12,2
"4391005",7844,15,1,247,1,0
"4391008",7845,16,0,91,0,0
"4391009",7846,480,2,306,8,0
"4391010",7847,30,1,75,0,0
"4391011",7848,28,0,228,1,0
"4391012",7849,370,3,675,9,1
"4391013",7850,133,6,734,6,0
"4391014",7851,108,1,142,4,0
"4391015",7852,158,1,336,5,0
"4391019",7853,67,2,137,1,0
"4391021",7854,1058,4,564,29,0
"4391022",7855,343,2,327,9,0
"4391023",7856,837,8,1043,24,0
"4391024",7857,1029,6,705,19,0
"4391025",7858,264,1,498,5,0
"4391034",7859,1463,6,435,16,0
"4391056",7860,25,1,75,2,0
"4391059",7861,47,1,197,2,0
"4391061",7862,22,1,95,1,0
"4391062",7863,5,0,10,1,0
"4391064",7864,0,0,0,0,0
"4391066",7865,103,2,229,3,0
"4391071",7866,236,5,511,10,0
"4391074",7867,35,0,193,2,0
"4391075",7868,60,0,164,1,0
"4391076",7869,259,3,447,10,0
"4391078",7870,40,2,270,2,0
"4391079",7871,38,2,325,2,0
"4391080",7872,26,3,322,4,0
"4391081",7873,224,0,178,2,0
"4391082",7874,78,1,147,2,0
"4391083",7875,56,1,267,2,0
"4391084",7876,0,0,0,0,0
"4391085",7877,116,1,142,0,0
"4391088",7878,81,4,282,5,0
"4391089",7879,28,2,429,3,1
"4391090",7880,45,1,346,3,0
"4391094",7881,214,1,517,13,0
"4391095",7882,314,1,237,1,0
"4391098",7883,49,5,410,2,0
"4391099",7884,61,1,187,3,0
"4391103",7885,638,3,367,10,0
"4391104",7886,88,4,878,12,0
"4391105",7887,496,7,495,14,0
"4391106",7888,35,1,677,2,0
"4391108",7889,430,0,604,19,0
"4391109",7890,179,3,356,5,0
"4391111",7891,1953,5,727,25,0
"4391117",7892,582,5,580,11,0
"4391119",7893,562,7,1128,22,0
"4391120",7894,79,10,938,9,0
"4391126",7895,264,4,573,9,1
"4391127",7896,44,2,519,3,0
"4391132",7897,27,4,437,4,0
"4391133",7898,402,4,601,12,0
"4391142",7899,331,4,363,8,1
"4391146",7900,407,2,847,9,0
"4391149",7901,198,5,699,8,2
"4391150",7902,168,1,439,4,0
"4391151",7903,211,3,339,3,0
"4391153",7904,57,4,624,3,0
"4391154",7905,43,2,177,3,0
"4391165",7906,48,0,88,0,0
"4391167",7907,357,2,431,9,0
"4391170",7908,458,6,847,12,0
"4391175",7909,410,2,607,8,0
"4391184",7910,174,3,203,7,0
"4391186",7911,606,3,410,13,0
"4391188",7912,9,1,198,4,0
"4391189",7913,584,6,700,9,0
"4391197",7914,970,10,1051,36,0
"4391198",7915,75,1,76,0,0
"4391199",7916,157,0,116,3,0
"4391206",7917,906,2,503,21,0
"4391207",7918,507,1,662,12,0
"4391208",7919,946,1,420,14,0
"4391211",7920,66,8,645,4,0
"4391227",7921,172,2,415,7,0
"4391236",7922,130,2,209,3,0
"4391237",7923,89,1,176,1,0
"4391238",7924,433,8,807,12,0
"4391241",7925,24,0,49,0,0
"4391244",7926,66,0,25,0,0
"4391251",7927,176,7,852,9,0
"4391255",7928,452,7,985,7,0
"4391257",7929,235,3,416,12,0
"4391264",7930,479,1,484,14,2
"4391265",7931,442,6,619,10,1
"4391270",7932,124,4,146,1,0
"4391271",7933,1057,2,385,19,0
"4391273",7934,287,2,520,12,0
"4391277",7935,338,0,439,15,0
"4391278",7936,149,6,703,6,0
"4391279",7937,248,5,712,6,0
"4391291",7938,49,5,707,2,0
"4391292",7939,132,5,450,4,0
"4391293",7940,94,2,394,2,0
"4391294",7941,903,0,609,12,0
"4391295",7942,121,0,204,6,0
"4391296",7943,836,4,692,19,1
"4391297",7944,57,11,847,5,0
"4391298",7945,544,2,694,9,1
"4391300",7946,348,5,711,12,1
"4391301",7947,141,6,702,10,0
"4391311",7948,196,7,685,9,0
"4391337",7949,1042,3,581,30,1
"4391339",7950,808,2,677,17,0
"4391345",7951,133,0,150,2,0
"4391346",7952,30,0,240,1,0
"4391347",7953,759,3,1175,17,0
"4391348",7954,495,0,173,3,0
"4391351",7955,0,0,0,0,0
"4391352",7956,262,1,97,0,0
"4391366",7957,6,0,0,0,0
"4391376",7958,4,0,2,2,0
"4391377",7959,899,5,1042,17,2
"4391378",7960,358,5,1057,9,0
"4391380",7961,306,3,410,8,0
"4391382",7962,184,1,649,5,0
"4391388",7963,386,3,841,12,0
"4391394",7964,0,0,0,0,0
"4391404",7965,220,2,660,9,1
"4391407",7966,8,0,18,1,0
"4391408",7967,37,0,92,0,0
"4391412",7968,0,0,0,0,0
"4391414",7969,1,0,19,0,0
"4391415",7970,116,5,342,2,0
"4391416",7971,37,0,56,1,0
"4391418",7972,0,0,0,0,0
"4391420",7973,0,0,0,0,0
"4391423",7974,1178,2,592,17,0
"4391424",7975,6,0,0,0,0
"4391427",7976,1,0,1,0,0
"4391430",7977,1,0,2,0,0
"4391431",7978,832,0,322,12,0
"4391434",7979,0,0,0,0,0
"4391436",7980,196,0,424,5,0
"4391437",7981,179,0,176,3,0
"4391439",7982,9,0,57,1,0
"4391440",7983,194,3,595,6,0
"4391441",7984,35,1,132,0,0
"4391444",7985,14,0,39,0,0
"4391445",7986,4,0,15,0,0
"4391455",7987,1,0,0,0,0
"4391457",7988,0,0,1,0,0
"4391459",7989,180,3,583,11,0
"4391460",7990,237,4,676,9,0
"4391463",7991,146,4,445,5,0
"4391472",7992,124,1,65,1,1
"4391473",7993,38,0,69,0,0
"4391476",7994,16,2,23,0,0
"4391477",7995,41,5,237,2,0
"4391479",7996,21,2,56,0,0
"4391481",7997,30,1,103,1,0
"4391482",7998,35,0,156,1,0
"4391489",7999,232,3,644,9,0
"4391490",8000,76,0,146,1,0
"4391491",8001,0,0,2,0,0
"4391501",8002,75,1,135,3,0
"4391504",8003,904,4,216,17,0
"4391514",8004,0,0,0,0,0
"4391515",8005,9,0,3,1,0
"4391518",8006,56,4,211,0,1
"4391543",8007,61,2,277,1,0
"4391544",8008,0,0,4,0,0
"4391547",8009,0,0,0,0,0
"4391549",8010,0,0,0,0,0
"4391550",8011,0,0,14,0,0
"4391555",8012,1,0,0,0,0
"4391559",8013,18,0,61,2,0
"4391564",8014,0,0,0,0,0
"4391576",8015,9,0,47,0,0
"4391577",8016,59,3,305,1,0
"4391578",8017,149,0,384,6,0
"4391586",8018,1,0,2,0,0
"4391589",8019,41,0,56,0,0
"4391594",8020,0,0,0,0,0
"4391597",8021,29,0,118,1,0
"4391603",8022,24,0,52,2,0
"4391605",8023,0,0,0,0,0
"4391607",8024,0,0,0,0,0
"4391608",8025,203,3,379,7,0
"4391610",8026,14,1,11,1,0
"4391611",8027,2,0,4,1,0
"4391617",8028,8,0,11,0,0
"4391619",8029,2,0,9,0,0
"4391621",8030,26,0,73,1,0
"4391622",8031,15,0,9,0,0
"4391623",8032,0,0,0,0,0
"4391625",8033,0,0,0,0,0
"4391627",8034,90,0,51,2,0
"4391631",8035,45,2,52,1,0
"4391633",8036,9,0,9,0,0
"4391639",8037,126,1,532,3,0
"4391641",8038,831,6,1470,19,0
"4391642",8039,288,6,759,7,0
"4391651",8040,0,0,0,0,0
"4391652",8041,1,0,53,0,0
"4391672",8042,0,0,0,0,0
"4391674",8043,0,0,0,0,0
"4391676",8044,33,1,83,2,0
"4391677",8045,28,0,89,2,0
"4391678",8046,0,0,1,0,0
"4391679",8047,0,0,0,0,0
"4391684",8048,118,1,152,2,0
"4391701",8049,264,2,313,8,0
"4391704",8050,708,3,426,13,0
"4391710",8051,388,4,277,7,0
"4391714",8052,486,6,1102,17,0
"4391715",8053,265,3,298,4,0
"4391717",8054,432,2,446,5,0
"4391718",8055,270,1,362,4,0
"4391719",8056,1006,5,604,19,2
"4391722",8057,103,2,135,1,0
"4391723",8058,360,4,795,12,0
"4391734",8059,302,3,1106,10,0
"4391738",8060,17,0,4,0,0
"4391739",8061,0,0,7,0,0
"4391740",8062,0,0,0,0,0
"4391747",8063,0,0,0,0,0
"4391749",8064,0,0,0,0,0
"4391752",8065,0,0,0,0,0
"4391753",8066,0,0,0,0,0
"4391801",8067,0,0,0,0,0
"4391821",8068,0,0,0,0,0
"4392002",8069,0,0,0,0,0
"4392003",8070,270,0,292,8,0
"4392007",8071,779,3,565,20,1
"4392026",8072,575,6,515,12,1
"4392027",8073,98,3,117,4,0
"4392028",8074,439,3,273,9,0
"4392029",8075,775,2,525,8,0
"4392030",8076,309,2,899,13,0
"4392031",8077,396,1,1026,7,0
"4392033",8078,484,4,426,8,0
"4392052",8079,389,3,582,11,0
"4392055",8080,595,4,560,12,0
"4392058",8081,1,0,8,1,0
"4392100",8082,111,1,140,5,0
"4392112",8083,804,2,434,9,0
"4392134",8084,166,3,171,2,0
"4392143",8085,137,0,202,1,0
"4392145",8086,219,2,461,2,0
"4392147",8087,336,5,346,15,0
"4392148",8088,228,5,560,11,0
"4392158",8089,641,4,571,13,0
"4392161",8090,148,1,423,5,1
"4392168",8091,192,4,292,5,0
"4392169",8092,42,1,134,0,0
"4392171",8093,819,6,744,27,0
"4392173",8094,402,2,244,8,0
"4392174",8095,688,2,644,9,0
"4392180",8096,131,1,442,3,0
"4392181",8097,785,7,735,18,1
"4392190",8098,68,0,69,0,0
"4392205",8099,763,3,615,14,0
"4392210",8100,169,1,272,3,0
"4392217",8101,443,5,748,13,0
"4392219",8102,725,6,681,12,0
"4392220",8103,901,4,667,12,0
"4392221",8104,436,2,504,6,0
"4392223",8105,806,0,378,12,0
"4392224",8106,289,3,495,6,0
"4392225",8107,125,1,374,3,0
"4392226",8108,247,7,439,8,0
"4392228",8109,847,2,648,15,0
"4392229",8110,568,1,525,14,2
"4392235",8111,405,3,612,6,0
"4392246",8112,422,1,339,10,0
"4392258",8113,247,0,122,1,0
"4392262",8114,399,0,152,6,0
"4392263",8115,280,4,412,9,0
"4392266",8116,964,2,713,16,1
"4392267",8117,227,3,491,8,0
"4392268",8118,261,6,344,6,0
"4392269",8119,88,1,114,2,0
"4392274",8120,1,0,0,0,0
"4392275",8121,192,0,260,7,0
"4392280",8122,361,2,460,7,0
"4392281",8123,440,0,441,10,0
"4392299",8124,275,2,615,1,0
"4392302",8125,125,1,382,5,0
"4392303",8126,694,6,591,10,0
"4392304",8127,847,3,544,18,0
"4392305",8128,486,2,478,9,0
"4392306",8129,718,2,435,14,0
"4392307",8130,1083,6,1063,13,1
"4392308",8131,941,1,845,14,0
"4392309",8132,202,1,304,3,0
"4392310",8133,517,1,435,9,0
"4392313",8134,767,3,538,13,0
"4392314",8135,1089,6,771,25,0
"4392315",8136,225,3,451,11,0
"4392316",8137,305,4,491,11,0
"4392317",8138,418,0,350,10,0
"4392318",8139,612,1,388,10,1
"4392319",8140,787,2,550,16,0
"4392320",8141,222,2,488,5,0
"4392341",8142,41,1,139,2,0
"4392349",8143,314,3,556,3,0
"4392353",8144,179,1,329,4,0
"4392354",8145,261,2,445,3,0
"4392355",8146,463,4,370,11,0
"4392356",8147,751,2,786,23,0
"4392357",8148,1047,3,710,11,0
"4392358",8149,788,3,562,10,0
"4392360",8150,1283,3,640,12,0
"4392379",8151,494,10,1218,11,0
"4392381",8152,48,0,130,1,0
"4392383",8153,365,1,650,9,0
"4392393",8154,55,0,94,1,0
"4392401",8155,78,1,46,2,0
"4392402",8156,7,0,0,0,0
"4392403",8157,4,0,5,0,0
"4392405",8158,597,5,1350,18,0
"4392411",8159,42,1,115,2,0
"4392413",8160,75,2,234,2,0
"4392419",8161,0,0,0,0,0
"4392425",8162,674,5,846,13,0
"4392426",8163,752,2,503,14,0
"4392428",8164,43,1,109,0,0
"4392435",8165,809,4,765,14,0
"4392438",8166,340,4,862,7,0
"4392442",8167,1022,4,1431,25,0
"4392448",8168,463,3,801,16,0
"4392449",8169,192,2,413,3,0
"4392450",8170,348,3,694,8,0
"4392451",8171,10,0,41,1,0
"4392453",8172,406,5,932,10,0
"4392461",8173,185,1,533,9,0
"4392462",8174,257,3,472,3,0
"4392464",8175,143,0,123,4,0
"4392466",8176,183,5,365,6,0
"4392467",8177,334,7,741,12,0
"4392468",8178,730,6,638,9,0
"4392474",8179,171,0,87,4,0
"4392484",8180,587,1,1125,7,0
"4392488",8181,399,3,740,8,0
"4392505",8182,549,0,341,13,0
"4392506",8183,1323,8,1067,36,1
"4392513",8184,0,0,0,0,0
"4392519",8185,151,2,341,4,0
"4392520",8186,500,3,509,16,0
"4392521",8187,368,3,335,9,0
"4392522",8188,888,6,795,16,1
"4392523",8189,476,4,836,10,0
"4392524",8190,1112,3,390,11,0
"4392525",8191,353,7,963,8,0
"4392535",8192,1343,5,846,20,0
"4392536",8193,411,4,539,9,0
"4392537",8194,145,2,378,4,0
"4392541",8195,340,3,726,8,0
"4392546",8196,4,0,18,0,0
"4392548",8197,631,0,301,15,0
"4392553",8198,259,3,408,9,0
"4392556",8199,637,6,444,16,0
"4392557",8200,136,1,428,8,0
"4392561",8201,0,0,0,0,0
"4392569",8202,3,0,13,0,0
"4392571",8203,0,0,0,0,0
"4392581",8204,415,5,658,9,0
"4392600",8205,0,0,0,0,0
"4392601",8206,0,0,0,0,0
"4392606",8207,5,0,7,0,0
"4392609",8208,0,0,0,0,0
"4392612",8209,0,0,0,0,0
"4392613",8210,239,3,774,4,0
"4392614",8211,80,2,169,1,0
"4392616",8212,6,0,12,0,1
"4392618",8213,6,0,20,1,0
"4392635",8214,247,4,610,10,0
"4392636",8215,712,3,553,8,0
"4392643",8216,738,7,1233,20,0
"4392644",8217,554,4,1416,12,0
"4392645",8218,765,5,450,16,0
"4392655",8219,150,3,236,4,1
"4392656",8220,10,0,24,1,0
"4392657",8221,3,0,1,0,0
"4392658",8222,52,2,107,1,0
"4392659",8223,2,0,3,1,0
"4392660",8224,58,1,44,1,0
"4392670",8225,24,1,31,0,0
"4392673",8226,0,0,0,0,0
"4392675",8227,0,0,0,0,0
"4392680",8228,0,0,0,0,0
"4392681",8229,0,0,0,0,0
"4392697",8230,574,3,904,16,0
"4392699",8231,673,4,1497,11,0
"4392708",8232,348,2,591,5,1
"4392712",8233,692,3,872,11,0
"4392721",8234,822,1,542,18,0
"4392726",8235,385,3,666,9,0
"4392727",8236,185,2,165,3,0
"4392731",8237,334,3,688,4,0
"4392741",8238,2,0,26,0,0
"4392742",8239,103,1,137,1,0
"4392743",8240,0,0,2,0,0
"4392744",8241,72,0,100,1,0
"4392745",8242,110,1,61,0,0
"4392746",8243,225,4,307,11,1
"4392748",8244,0,0,0,0,0
"4392751",8245,0,0,0,0,0
"4392755",8246,0,0,0,0,0
"4392775",8247,0,0,0,0,0
"4392827a",8248,0,0,0,0,0
"4392827b",8249,0,0,0,0,0
"4393032",8250,443,2,295,13,0
"4393035",8251,1547,8,928,40,0
"4393036",8252,464,0,469,14,0
"4393037",8253,1039,3,648,18,0
"4393038",8254,898,9,838,31,1
"4393039",8255,779,4,304,19,0
"4393040",8256,1200,2,563,12,0
"4393041",8257,871,11,724,18,1
"4393043",8258,1491,2,609,25,0
"4393049",8259,1382,6,622,23,0
"4393054",8260,1293,3,765,31,0
"4393063",8261,760,5,376,13,0
"4393072",8262,1211,2,486,24,0
"4393114",8263,1082,5,630,22,0
"4393131",8264,593,3,331,10,1
"4393139",8265,344,3,301,11,0
"4393140",8266,659,3,355,14,0
"4393152",8267,15,0,5,0,0
"4393156",8268,731,6,334,13,0
"4393157",8269,539,10,506,21,0
"4393160",8270,552,2,660,10,0
"4393164",8271,595,7,385,19,0
"4393166",8272,536,3,566,17,1
"4393172",8273,735,5,527,27,0
"4393176",8274,1063,6,758,21,0
"4393177",8275,1112,2,467,15,0
"4393183",8276,1019,11,947,19,1
"4393185",8277,0,0,0,0,0
"4393187",8278,510,3,313,10,0
"4393192",8279,578,3,206,5,0
"4393193",8280,1624,3,642,19,0
"4393194",8281,608,10,412,15,0
"4393196",8282,885,1,480,19,0
"4393200",8283,717,7,559,25,1
"4393209",8284,2077,5,797,29,0
"4393212",8285,507,6,450,10,0
"4393213",8286,520,4,422,14,0
"4393214",8287,926,4,599,19,0
"4393215",8288,942,4,450,12,1
"4393216",8289,1005,5,1019,17,2
"4393240",8290,1146,6,827,19,0
"4393247",8291,369,4,387,11,1
"4393248",8292,1766,3,835,32,1
"4393249",8293,929,1,872,27,0
"4393254",8294,629,5,529,14,0
"4393260",8295,633,1,311,12,0
"4393282",8296,606,3,362,13,0
"4393283",8297,643,0,400,17,0
"4393286",8298,561,0,139,2,0
"4393287",8299,783,7,499,11,0
"4393289",8300,880,6,455,22,1
"4393321",8301,1077,2,630,34,2
"4393322",8302,796,6,540,15,0
"4393323",8303,1679,6,741,23,0
"4393324",8304,763,8,469,18,0
"4393325",8305,427,3,205,7,0
"4393326",8306,267,1,228,7,0
"4393327",8307,600,0,394,11,0
"4393329",8308,627,5,775,15,1
"4393330",8309,528,2,261,4,0
"4393331",8310,1502,5,640,21,3
"4393332",8311,813,5,579,16,2
"4393333",8312,1468,7,937,41,1
"4393334",8313,576,5,546,17,0
"4393335",8314,799,3,521,14,0
"4393336",8315,716,2,1010,20,0
"4393359",8316,864,2,474,14,0
"4393361",8317,1085,1,691,22,0
"4393363",8318,1456,4,640,27,0
"4393364",8319,368,2,322,16,0
"4393365",8320,1960,3,829,33,2
"4393367",8321,660,4,369,21,0
"4393368",8322,330,3,185,6,0
"4393372",8323,1202,6,733,29,1
"4393384",8324,552,4,453,15,2
"4393385",8325,1293,4,742,48,0
"4393386",8326,1168,4,449,12,0
"4393387",8327,1005,3,383,25,0
"4393389",8328,933,11,1039,26,0
"4393390",8329,1909,3,966,40,1
"4393391",8330,533,9,740,12,0
"4393392",8331,1043,2,459,13,1
"4393396",8332,1242,6,1001,40,1
"4393398",8333,491,6,315,9,1
"4393406",8334,0,0,0,0,0
"4393409",8335,9,0,0,0,0
"4393417",8336,722,1,573,21,0
"4393421",8337,683,2,313,12,0
"4393422",8338,1087,4,487,21,0
"4393433",8339,262,0,125,5,0
"4393443",8340,709,2,632,12,0
"4393446",8341,0,0,0,0,0
"4393447",8342,0,0,0,0,0
"4393465",8343,1060,5,808,26,0
"4393469",8344,481,2,345,11,0
"4393470",8345,44,0,29,0,0
"4393471",8346,836,5,364,9,0
"4393486",8347,1496,3,915,31,0
"4393500",8348,210,0,74,0,0
"4393502",8349,804,2,241,12,0
"4393507",8350,753,5,549,13,0
"4393509",8351,660,4,438,20,1
"4393510",8352,1402,5,600,27,1
"4393511",8353,572,3,859,19,0
"4393516",8354,843,0,449,9,0
"4393517",8355,539,2,509,14,0
"4393526",8356,566,1,278,2,0
"4393527",8357,1025,3,541,18,1
"4393529",8358,1092,3,573,11,0
"4393530",8359,999,0,747,19,0
"4393538",8360,1479,5,884,20,0
"4393539",8361,8,0,0,0,0
"4393542",8362,779,6,583,16,1
"4393545",8363,1068,1,499,14,0
"4393552",8364,833,5,750,18,1
"4393554",8365,1399,3,582,18,0
"4393558",8366,1537,3,670,26,0
"4393560",8367,0,0,0,0,0
"4393562",8368,77,0,29,1,0
"4393566",8369,0,0,0,0,0
"4393567",8370,1524,5,758,25,0
"4393570",8371,812,5,584,13,0
"4393574",8372,204,1,248,4,0
"4393575",8373,0,0,0,0,0
"4393579",8374,443,0,171,5,0
"4393580",8375,0,0,0,0,0
"4393582",8376,27,0,1,0,0
"4393583",8377,0,0,0,0,0
"4393584",8378,0,0,0,0,0
"4393585",8379,0,0,0,0,0
"4393590",8380,0,0,0,0,0
"4393624",8381,126,0,75,1,0
"4393626",8382,353,1,145,4,0
"4393637",8383,573,4,639,16,0
"4393646",8384,1002,1,685,27,1
"4393647",8385,1128,5,830,18,0
"4393648",8386,1291,6,756,24,0
"4393653",8387,0,0,0,0,0
"4393654",8388,0,0,0,0,0
"4393661",8389,0,0,0,0,0
"4393663",8390,3,0,2,0,0
"4393664",8391,0,0,0,0,0
"4393665",8392,9,0,1,0,0
"4393667",8393,40,0,24,0,0
"4393668",8394,161,0,78,3,0
"4393669",8395,2,0,2,0,0
"4393671",8396,392,1,146,8,0
"4393695",8397,1440,3,966,35,0
"4393696",8398,1378,9,903,25,0
"4393698",8399,1132,4,887,21,0
"4393700",8400,645,3,408,12,0
"4393706",8401,814,4,741,19,0
"4393709",8402,445,2,321,11,0
"4393716",8403,896,3,478,8,0
"4393720",8404,1189,6,325,14,0
"4393725",8405,843,6,514,23,0
"4393728",8406,994,0,544,12,0
"4393729",8407,151,0,181,5,0
"4393732",8408,780,0,234,12,0
"4393735",8409,549,6,249,4,0
"4393750",8410,0,0,0,0,0
"4393757",8411,0,0,0,0,0
"4393759",8412,0,0,0,0,0
"4393822",8413,0,0,0,0,0
"4393826",8414,0,0,0,0,0
"4394006",8415,106,4,354,5,0
"4394016",8416,430,2,559,16,0
"4394017",8417,182,4,560,1,0
"4394018",8418,315,1,121,10,1
"4394020",8419,386,3,271,16,0
"4394042",8420,313,3,200,5,0
"4394044",8421,1481,7,695,32,0
"4394045",8422,1142,4,433,17,0
"4394046",8423,1026,3,301,18,1
"4394047",8424,1460,9,341,12,0
"4394048",8425,47,0,157,0,0
"4394050",8426,68,1,321,0,0
"4394051",8427,2,0,0,0,0
"4394053",8428,353,3,219,7,0
"4394057",8429,206,3,285,5,0
"4394060",8430,325,6,1002,19,1
"4394065",8431,1910,7,638,30,0
"4394067",8432,109,2,329,2,0
"4394068",8433,121,3,267,2,0
"4394069",8434,900,2,314,10,0
"4394070",8435,570,4,585,20,2
"4394073",8436,123,0,103,1,0
"4394077",8437,68,0,115,1,0
"4394086",8438,1154,1,583,27,0
"4394087",8439,32,2,128,1,0
"4394091",8440,780,3,387,10,0
"4394092",8441,58,0,218,2,0
"4394093",8442,128,3,402,3,0
"4394096",8443,191,2,487,9,0
"4394097",8444,114,2,319,0,0
"4394101",8445,207,2,288,5,0
"4394102",8446,167,2,180,8,0
"4394107",8447,71,1,232,0,0
"4394110",8448,101,0,294,6,0
"4394113",8449,106,0,65,4,0
"4394115",8450,329,0,84,4,0
"4394116",8451,719,4,661,18,0
"4394118",8452,283,1,364,7,0
"4394121",8453,669,5,457,22,0
"4394122",8454,113,2,327,0,0
"4394123",8455,124,5,325,6,2
"4394124",8456,338,1,450,12,0
"4394125",8457,107,0,103,4,0
"4394128",8458,772,7,468,14,0
"4394129",8459,481,2,326,10,1
"4394130",8460,993,3,697,17,1
"4394135",8461,323,3,283,7,0
"4394136",8462,505,2,507,15,0
"4394137",8463,551,4,414,17,0
"4394138",8464,168,1,112,2,0
"4394141",8465,645,7,474,11,0
"4394144",8466,560,3,320,14,0
"4394155",8467,204,3,533,4,0
"4394159",8468,418,1,238,11,0
"4394162",8469,96,0,126,1,0
"4394163",8470,408,1,418,16,0
"4394178",8471,967,4,702,18,0
"4394179",8472,228,2,326,11,0
"4394182",8473,1016,3,865,20,0
"4394191",8474,403,4,222,11,0
"4394195",8475,97,2,324,3,0
"4394201",8476,79,5,249,1,0
"4394202",8477,327,5,336,7,0
"4394203",8478,300,6,457,10,0
"4394204",8479,852,4,546,26,0
"4394218",8480,300,5,212,6,0
"4394222",8481,230,1,188,5,0
"4394230",8482,1146,1,922,26,0
"4394231",8483,94,3,324,4,0
"4394232",8484,866,10,836,25,0
"4394233",8485,142,2,453,13,0
"4394234",8486,1122,4,739,23,1
"4394239",8487,33,0,18,3,0
"4394242",8488,254,1,83,2,0
"4394243",8489,536,5,442,20,0
"4394245a",8490,10,0,21,0,0
"4394245b",8491,0,0,0,0,0
"4394250",8492,878,9,844,21,0
"4394252",8493,315,2,299,10,0
"4394253",8494,189,2,248,10,0
"4394256",8495,54,0,157,1,0
"4394259",8496,535,2,188,4,0
"4394261",8497,672,7,672,17,0
"4394272",8498,191,0,115,4,0
"4394276",8499,616,1,490,14,1
"4394284",8500,120,0,32,2,0
"4394285",8501,94,2,122,1,0
"4394288",8502,12,1,50,1,0
"4394290",8503,600,13,432,19,0
"4394312",8504,24,0,35,2,0
"4394328",8505,322,2,257,9,0
"4394338",8506,731,4,578,7,0
"4394340",8507,854,4,329,13,0
"4394342",8508,814,7,672,16,0
"4394343",8509,913,4,548,17,0
"4394344",8510,588,3,393,14,1
"4394350",8511,332,3,564,18,0
"4394362",8512,1,0,0,0,0
"4394369",8513,1247,7,762,19,4
"4394370",8514,0,0,0,0,0
"4394371",8515,1383,1,288,19,0
"4394373",8516,75,0,36,2,0
"4394374",8517,558,4,476,17,0
"4394375",8518,1142,1,497,16,0
"4394395",8519,278,0,54,1,0
"4394397",8520,96,1,89,3,0
"4394399",8521,81,0,18,4,0
"4394400",8522,70,1,67,0,0
"4394410",8523,686,5,669,23,0
"4394429",8524,732,4,586,14,1
"4394432",8525,1,0,8,0,0
"4394452",8526,753,3,777,13,0
"4394454",8527,772,2,459,25,0
"4394456",8528,444,2,267,13,0
"4394458",8529,5,0,1,1,0
"4394475",8530,8,1,26,0,0
"4394478",8531,0,0,0,0,0
"4394480",8532,479,1,217,4,0
"4394483",8533,8,0,8,0,0
"4394485",8534,71,0,67,0,0
"4394487",8535,0,0,0,0,0
"4394492",8536,182,1,282,14,0
"4394493",8537,512,8,589,18,0
"4394494",8538,19,0,20,0,0
"4394495",8539,25,0,30,1,0
"4394496",8540,73,0,173,5,0
"4394497",8541,297,4,517,9,1
"4394498",8542,264,2,157,4,0
"4394499",8543,834,8,839,13,0
"4394503",8544,140,5,235,1,0
"4394508",8545,967,4,852,17,1
"4394512",8546,0,0,0,0,0
"4394528",8547,979,2,780,23,1
"4394531",8548,913,3,519,19,1
"4394532",8549,562,1,174,8,0
"4394533",8550,400,6,291,8,0
"4394534",8551,1162,6,881,25,1
"4394540",8552,783,9,626,14,0
"4394551",8553,1041,3,738,19,0
"4394563",8554,0,0,0,0,0
"4394565",8555,6,0,2,0,0
"4394568",8556,20,0,7,1,0
"4394572",8557,5,0,14,0,0
"4394573",8558,0,0,0,0,0
"4394587",8559,6,0,63,0,0
"4394588",8560,1242,5,930,35,0
"4394591",8561,756,3,768,16,0
"4394592",8562,0,0,0,0,0
"4394593",8563,88,1,98,2,0
"4394595",8564,15,0,12,0,0
"4394596",8565,15,0,33,0,0
"4394599",8566,788,2,601,16,1
"4394602",8567,0,0,0,0,0
"4394604",8568,1,0,0,0,0
"4394615",8569,0,0,0,0,0
"4394620",8570,5,0,10,0,0
"4394629",8571,0,0,0,0,0
"4394630",8572,0,0,0,0,0
"4394632",8573,0,0,0,0,0
"4394634",8574,215,1,349,3,1
"4394638",8575,951,8,835,24,0
"4394640",8576,111,4,198,3,0
