FIPSCode,FIPS_2Digit,State,JurisdictionName,D1a,D1Comments,D2a,D2b,D2c,D2d_Other,D2d,D2e,D2f,D2g_Other,D2g,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D4d,D4e,D4f,D4Comments,D5,D5Comments,string_field_27,int64_field_28,int64_field_29,string_field_30
35325,35,WI,TOWN OF HOLLAND - BROWN COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",7, ,0,0,0,1,2,1,1,, 
35950,35,WI,VILLAGE OF HOWARD - MULTIPLE COUNTIES,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",9,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",4,4,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",282, ,0,7,0,67,90,1,1,, 
36000,36,WI,TOWN OF HOWARD - CHIPPEWA COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",7, ,0,0,0,1,6,1,1,, 
36300,36,WI,TOWN OF HUGHES - BAYFIELD COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",4, ,0,0,0,1,1,1,1,, 
36425,36,WI,TOWN OF HUMBOLDT - BROWN COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",5, ,0,0,0,1,1,1,1,, 
37200,37,WI,TOWN OF IRON RIVER - BAYFIELD COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",8, ,0,0,0,0,2,1,1,, 
37625,37,WI,TOWN OF JACKSON - ADAMS COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",11, ,0,0,0,3,6,1,1,, 
37650,37,WI,TOWN OF JACKSON - BURNETT COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",5, ,0,0,0,0,3,1,1,, 
37775,37,WI,TOWN OF JACOBS - ASHLAND COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",3, ,0,0,1,0,1,1,1,, 
39025,39,WI,TOWN OF KELLY - BAYFIELD COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",9, ,0,2,1,2,4,1,1,, 
39425,39,WI,TOWN OF KEYSTONE - BAYFIELD COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",3, ,0,0,0,0,1,1,1,, 
40900,40,WI,TOWN OF LAFAYETTE - CHIPPEWA COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",14, ,0,0,0,2,12,1,1,, 
40975,40,WI,TOWN OF LA FOLLETTE - BURNETT COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",5, ,0,0,0,0,0,1,1,, 
41525,41,WI,VILLAGE OF LAKE HALLIE - CHIPPEWA COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",27, ,0,0,3,15,9,1,1,, 
41550,41,WI,TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",6, ,0,0,1,4,1,1,1,, 
41600,41,WI,TOWN OF LAKELAND - BARRON COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",8, ,0,0,0,1,5,1,1,, 
42562,42,WI,TOWN OF LA POINTE - ASHLAND COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",6, ,0,0,1,4,1,1,1,, 
42900,42,WI,TOWN OF LAWRENCE - BROWN COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",2,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",28, ,0,0,0,6,16,1,1,, 
43090,43,WI,TOWN OF LEDGEVIEW - BROWN COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",2,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",82, ,0,0,0,18,34,1,1,, 
43125,43,WI,TOWN OF LEEDS - COLUMBIA COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",10, ,0,0,2,1,7,1,1,, 
43425,43,WI,TOWN OF LEOLA - ADAMS COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",2, ,0,0,0,2,2,1,1,, 
43700,43,WI,TOWN OF LEVIS - CLARK COUNTY,-999999: Data Not Available,"REJECTION REASONS USED IN WI DID NOT NECESSARILY CLEARLY MAP TO THE REJECTION REASONS PROVIDED ON THE EAVS.  IN CASES WHERE OUR REJECTION REASON DID NOT CLEARLY MAP, WE MARKED THE EAVS OPTION AS N/A AND PROVIDED THE WI REASON AS AN OTHER COUNT",1,"IN WI, PRECINCTS ARE REFERRED TO AS WARDS"".  IN MUNICIPALITIES SMALLER THAN 35",000 POPULATION," ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",4, ,0,1,1,2,0,1,1,, 
